ligne_ID,id_sortie,unique_hunter_ID,id_chasseur,village,religion,niveau_etudes,activite_1,temps_chasseur,frequence_chasse,age_chasseur,type_de_la_sortie,mois,duree,distance_lieu_chasse_hr,strategie_primaire,strategie_chasse,type_fleches,type_pieges,nombre_pieges,type_chasse,periode_chasse,base_chasse,detail_base_chasse,depenses_totales,nombre_personnes,especes_chassees,succes,kg_tot,kg_rongeurs,kg_petitsongules,kg_ongulesmoyens,kg_grandsongules,kg_sangliers,kg_primates,kg_reptiles,kg_oiseaux,kg_autres,CPUE_duree,CPUE_duree_rongeurs,CPUE_duree_petitsongules,CPUE_duree_ongulesmoyens,CPUE_duree_grandsongules,CPUE_duree_sangliers,CPUE_duree_primates,CPUE_duree_reptiles,CPUE_duree_oiseaux,CPUE_duree_autres,CPUE_distance,CPUE_distance_rongeurs,CPUE_distance_petitsongules,CPUE_distance_ongulesmoyens,CPUE_distance_grandsongules,CPUE_distance_sangliers,CPUE_distance_primates,CPUE_distance_reptiles,CPUE_distance_oiseaux,CPUE_distance_autres
231,180,3_24,24,3,autre,secondaire,1,13,0.354,26,planifiee,9,6,1.5,arc&fleches,arc&fleches,bosiki,,6,collective,les_deux,campement_temporaire,,0,15,,1,3.5,0,3.5,0,0,0,0,0,0,0,0.583333333,0,0.583333333,0,0,0,0,0,0,0,2.333333333,0,2.333333333,0,0,0,0,0,0,0
232,524,3_24,24,3,autre,secondaire,1,13,0.354,26,effectueeNONdeclaree,3,0.5,2,pieges,pieges,,nylon,9,individuelle,les_deux,village,seul,0,0,autres,1,1.3,0,0,0,0,0,0,0,0,1.3,2.6,0,0,0,0,0,0,0,0,2.6,0.65,0,0,0,0,0,0,0,0,0.65
233,525,3_25,25,3,protestant,primaire,1,23,0.354,60,effectueeNONdeclaree,3,1,1,fusil,fusil,,,1,individuelle,les_deux,village,lompole,0,0,singes,1,4.5,0,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,4.5,0,0,0,4.5,0,0,0,0,0,4.5,0,0,0
234,551,3_25,25,3,protestant,primaire,1,23,0.354,60,effectueeNONdeclaree,4,0.5,1,pieges,pieges,,cable,55,individuelle,les_deux,village,lompole,0,0,petitsongules,1,3.6,0,3.6,0,0,0,0,0,0,0,7.2,0,7.2,0,0,0,0,0,0,0,3.6,0,3.6,0,0,0,0,0,0,0
235,353,3_26,26,3,autre,aucune,1,3,0.354,19,planifiee,11,1,1,pieges,pieges,,nylon,3,individuelle,nuit,village,mbela,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,182,3_26,26,3,autre,aucune,1,3,0.354,19,planifiee,9,5,1.5,arc&fleches,arc&fleches,bosiki,,2,collective,les_deux,campement_temporaire,,0,15,,1,4.5,0,4.5,0,0,0,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0
237,349,3_29,29,3,protestant,secondaire,1,3,0.354,41,effectueeNONdeclaree,11,1,4,pieges,pieges,,nylon,2,individuelle,jour,campement_permanent,,0,0,petitsongules_ongulesmoyens_rongeurs,1,5.15,0.8,0.85,3.5,0,0,0,0,0,0,5.15,0.8,0.85,3.5,0,0,0,0,0,0,1.2875,0.2,0.2125,0.875,0,0,0,0,0,0
238,355,3_29,29,3,protestant,secondaire,1,3,0.354,41,planifiee,11,2,2,autre,autre,,,0,individuelle,jour,village,bokapo,0,0,,1,1,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0
239,108,3_3,3,3,autre,secondaire,1,6,0.354,,effectueeNONdeclaree,8,1,1,pieges,pieges_arc&fleches,bosiki,nylon,2,collective,nuit,village,ekoko,1500,2,rongeurs,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
240,184,3_3,3,3,autre,secondaire,1,6,0.354,,planifiee,9,5,1,pieges,pieges,,nylon,1,individuelle,jour,village,,0,0,,1,1,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
241,470,3_3,3,3,autre,secondaire,1,6,0.354,,effectueeNONdeclaree,2,1,1,arc&fleches,arc&fleches,makula,,2,individuelle,les_deux,village,lompole,0,0,petitsongules,1,4.2,0,4.2,0,0,0,0,0,0,0,4.2,0,4.2,0,0,0,0,0,0,0,4.2,0,4.2,0,0,0,0,0,0,0
242,138,3_3,3,3,autre,secondaire,1,6,0.354,,effectueeNONdeclaree,9,1,1.3,arc&fleches,arc&fleches,bosiki,,,collective,nuit,village,mbela,1500,4,,1,20.5,0,5.5,15,0,0,0,0,0,0,20.5,0,5.5,15,0,0,0,0,0,0,15.76923077,0,4.230769231,11.53846154,0,0,0,0,0,0
243,553,3_3,3,3,autre,secondaire,1,6,0.354,,effectueeNONdeclaree,4,1,3,fusil,fusil_arc&fleches,makula,,2,individuelle,les_deux,village,lompole,20000,1,petitsongules_singes,1,9.5,0,3.5,0,0,0,6,0,0,0,9.5,0,3.5,0,0,0,6,0,0,0,3.166666667,0,1.166666667,0,0,0,2,0,0,0
244,181,3_3,3,3,autre,secondaire,1,6,0.354,,planifiee,9,5,1.5,arc&fleches,arc&fleches,bosiki,,3,collective,les_deux,campement_temporaire,,0,15,,1,4,0,4,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0,2.666666667,0,2.666666667,0,0,0,0,0,0,0
245,112,3_3,3,3,autre,secondaire,1,6,0.354,,effectueeNONdeclaree,8,1,0.5,autre,autre,,,,individuelle,jour,campement_permanent,,0,0,autres,1,0.3,0,0,0,0,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0.6,0,0,0,0,0,0,0.6,0,0
246,92,3_3,3,3,autre,secondaire,1,6,0.354,,effectueeNONdeclaree,8,1,1,arc&fleches,arc&fleches,bosiki,,1,collective,nuit,village,,1500,2,petitsongules_ongulesmoyens,1,5,0,1,4,0,0,0,0,0,0,5,0,1,4,0,0,0,0,0,0,5,0,1,4,0,0,0,0,0,0
247,602,3_3,3,3,autre,secondaire,1,6,0.354,,effectueeNONdeclaree,5,0.5,0.75,pieges,pieges,,cable,45,individuelle,les_deux,village,seul,0,0,rongeurs,1,2.5,2.5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,3.333333333,3.333333333,0,0,0,0,0,0,0,0
248,94,3_3,3,3,autre,secondaire,1,6,0.354,,effectuee&declaree,7,1,1,arc&fleches,arc&fleches,10,,,collective,nuit,village,bakadi,0,5,petitsongules,1,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0
249,523,3_3,3,3,autre,secondaire,1,6,0.354,,effectueeNONdeclaree,3,2,3,fusil,fusil,,,1,individuelle,les_deux,village,lompole,5000,0,petitsongules_singes,1,13.5,0,3,0,0,0,10.5,0,0,0,6.75,0,1.5,0,0,0,5.25,0,0,0,4.5,0,1,0,0,0,3.5,0,0,0
250,169,3_3,3,3,autre,secondaire,1,6,0.354,,effectueeNONdeclaree,9,1,1,arc&fleches,arc&fleches,bosiki,,,collective,nuit,village,,1500,2,autres,1,26.4,0,5.8,18,0,0,0,2.6,0,0,26.4,0,5.8,18,0,0,0,2.6,0,0,26.4,0,5.8,18,0,0,0,2.6,0,0
251,469,3_4,4,3,autre,primaire,1,20,0.354,50,effectueeNONdeclaree,2,0.5,0.5,arc&fleches,arc&fleches,makula,,4,individuelle,les_deux,village,lompole,0,0,rongeurs,1,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0
252,606,3_4,4,3,autre,primaire,1,20,0.354,50,effectueeNONdeclaree,5,0.5,1,pieges,pieges,,cable,60,individuelle,les_deux,village,lompole,0,0,rongeurs,1,2.5,2.5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0
253,586,3_4,4,3,autre,primaire,1,20,0.354,50,effectueeNONdeclaree,5,1,3,autre,autre,,,1,individuelle,les_deux,village,lompole,0,0,petitsongules,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0
254,539,3_4,4,3,autre,primaire,1,20,0.354,50,effectueeNONdeclaree,3,0.5,0.5,fusil,fusil,,,1,individuelle,les_deux,village,lompole,3000,0,singes,1,6,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,12,0,0,0,12,0,0,0,0,0,12,0,0,0
255,438,3_5,5,3,autre,secondaire,0,35,0.354,,effectuee&declaree,1,1,0.75,arc&fleches,arc&fleches,boseke,,5,collective,les_deux,village,bekombo,0,2,petitsongules,1,4.5,0,4.5,0,0,0,0,0,0,0,4.5,0,4.5,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0
256,95,3_6,6,3,protestant,primaire,1,10,0.354,40,effectueeNONdeclaree,8,0.5,0.1,pieges,pieges_arc&fleches,likonga,cable_nylon,,individuelle,jour,village,ekoko,0,0,singes_autres,1,8,0,0,0,0,0,1,7,0,0,16,0,0,0,0,0,2,14,0,0,80,0,0,0,0,0,10,70,0,0
257,500,3_6,6,3,protestant,primaire,1,10,0.354,40,effectuee&declaree,1,1,0.75,arc&fleches,arc&fleches,boseke,,4,collective,les_deux,village,bekombo,0,2,petitsongules,1,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5.333333333,0,5.333333333,0,0,0,0,0,0,0
258,504,3_6,6,3,protestant,primaire,1,10,0.354,40,effectueeNONdeclaree,1,0.5,0.5,pieges,pieges,,cable,80,individuelle,les_deux,village,lompole,0,0,rongeurs,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
259,558,3_7,7,3,musulman,secondaire,1,20,0.283,51,effectueeNONdeclaree,4,0.5,2,fusil,fusil,,,0,individuelle,les_deux,village,lompole,30000,0,singes,1,10,0,0,0,0,0,10,0,0,0,20,0,0,0,0,0,20,0,0,0,5,0,0,0,0,0,5,0,0,0
260,179,3_7,7,3,musulman,secondaire,1,20,0.283,51,effectuee&declaree,9,1,2,fusil,fusil,,,1,individuelle,jour,village,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,109,3_7,7,3,musulman,secondaire,1,20,0.283,51,effectueeNONdeclaree,8,0.5,2.5,fusil,fusil,,,1,individuelle,jour,village,idue_yoto,5000,1,singes,1,3.2,0,0,0,0,0,3.2,0,0,0,6.4,0,0,0,0,0,6.4,0,0,0,1.28,0,0,0,0,0,1.28,0,0,0
262,499,3_7,7,3,musulman,secondaire,1,20,0.283,51,effectueeNONdeclaree,1,0.5,0.5,autre,autre,,,,individuelle,jour,village,lompole,0,0,singes,1,1.2,0,0,0,0,0,1.2,0,0,0,2.4,0,0,0,0,0,2.4,0,0,0,2.4,0,0,0,0,0,2.4,0,0,0
263,508,3_7,7,3,musulman,secondaire,1,20,0.283,51,effectueeNONdeclaree,1,0.5,0.75,fusil,fusil,,,0,individuelle,jour,village,lompole,8000,0,singes,1,6.5,0,0,0,0,0,6.5,0,0,0,13,0,0,0,0,0,13,0,0,0,8.666666667,0,0,0,0,0,8.666666667,0,0,0
264,272,3_8,8,3,autre,aucune,1,13,0.283,39,effectueeNONdeclaree,10,1,3,fusil,fusil_arc&fleches,bosiki,,1,individuelle,nuit,campement_temporaire,,17000,1,grandsongules_petitsongules,1,32,0,5,0,27,0,0,0,0,0,32,0,5,0,27,0,0,0,0,0,10.66666667,0,1.666666667,0,9,0,0,0,0,0
265,552,3_8,8,3,autre,aucune,1,13,0.283,39,effectueeNONdeclaree,4,0.5,2,arc&fleches,arc&fleches,makula,,3,individuelle,les_deux,village,lompole,0,0,grandsongules,1,10,0,0,10,0,0,0,0,0,0,20,0,0,20,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0
266,135,3_8,8,3,autre,aucune,1,13,0.283,39,planifiee,9,6,1,arc&fleches,arc&fleches,bosiki,,,individuelle,nuit,campement_permanent,,2000,1,,1,2,0,2,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
267,333,4_1,1,4,autre,secondaire,0,15,0.354,38,effectuee&declaree,11,0.5,0.2,arc&fleches,autre_arc&fleches,bosiki,,3,individuelle,les_deux,village,route_mbongo-ilombe,15000,0,autres,1,1.8,0,0,0,0,0,0,1.8,0,0,3.6,0,0,0,0,0,0,3.6,0,0,9,0,0,0,0,0,0,9,0,0
268,176,4_1,1,4,autre,secondaire,0,15,0.354,38,effectuee&declaree,10,1,2,arc&fleches,arc&fleches,bosiki,,1,collective,nuit,village,mbongo,8000,3,petitsongules,1,7.3,0,7.3,0,0,0,0,0,0,0,7.3,0,7.3,0,0,0,0,0,0,0,3.65,0,3.65,0,0,0,0,0,0,0
269,36,4_1,1,4,autre,secondaire,0,15,0.354,38,effectueeNONdeclaree,7,1,4,arc&fleches,arc&fleches,bosiki,,2,individuelle,nuit,campement_temporaire,,0,0,grandsongules,1,22.5,0,0,0,22.5,0,0,0,0,0,22.5,0,0,0,22.5,0,0,0,0,0,5.625,0,0,0,5.625,0,0,0,0,0
270,443,4_1,1,4,autre,secondaire,0,15,0.354,38,effectuee&declaree,12,0.5,1.5,pieges,arc&fleches_pieges,bosiki,nylon_mapasa,160,individuelle,jour,village,kuala,30000,0,rongeurs,1,0.6,0.6,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0
271,516,4_1,1,4,autre,secondaire,0,15,0.354,38,effectuee&declaree,2,4,2,fusil,fusil,,,1,collective,les_deux,village,bolondo,0,4,singes,1,30.9,0,0,0,0,0,30.9,0,0,0,7.725,0,0,0,0,0,7.725,0,0,0,15.45,0,0,0,0,0,15.45,0,0,0
272,178,4_10,10,4,protestant,primaire,0,15,0.354,39,effectueeNONdeclaree,10,0.5,8,chiens,chiens,,,5,collective,jour,village,mbongo,0,4,grandsongules,1,49,0,0,0,49,0,0,0,0,0,98,0,0,0,98,0,0,0,0,0,6.125,0,0,0,6.125,0,0,0,0,0
273,178,4_10,10,4,catholique,primaire,0,15,0.354,39,effectueeNONdeclaree,10,0.5,8,chiens,chiens,,,5,collective,jour,village,mbongo,0,4,grandsongules,1,49,0,0,0,49,0,0,0,0,0,98,0,0,0,98,0,0,0,0,0,6.125,0,0,0,6.125,0,0,0,0,0
274,81,4_10,10,4,protestant,primaire,0,15,0.354,39,effectueeNONdeclaree,8,1,1.3,arc&fleches,arc&fleches,bosiki,,1,collective,nuit,autres,,0,3,ongulesmoyens_petitsongules,1,30.8,0,10.8,20,0,0,0,0,0,0,30.8,0,10.8,20,0,0,0,0,0,0,23.69230769,0,8.307692308,15.38461538,0,0,0,0,0,0
275,81,4_10,10,4,catholique,primaire,0,15,0.354,39,effectueeNONdeclaree,8,1,1.3,arc&fleches,arc&fleches,bosiki,,1,collective,nuit,autres,,0,3,ongulesmoyens_petitsongules,1,30.8,0,10.8,20,0,0,0,0,0,0,30.8,0,10.8,20,0,0,0,0,0,0,23.69230769,0,8.307692308,15.38461538,0,0,0,0,0,0
276,249,4_12,12,4,autre,secondaire,0,19,0.354,39,effectuee&declaree,10,0.5,3,pieges,pieges,,cable,80,individuelle,jour,autres,,0,0,grandsongules,1,13,0,0,0,13,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,4.333333333,0,0,0,4.333333333,0,0,0,0,0
277,330,4_12,12,4,autre,secondaire,0,19,0.354,39,effectuee&declaree,11,0.5,1,pieges,pieges,,mapasa,93,individuelle,jour,village,kuala,30000,0,rongeurs,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
278,251,4_12,12,4,autre,secondaire,0,19,0.354,39,effectuee&declaree,10,0.5,0.45,pieges,pieges,,cable,35,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,32,4_13,13,4,autre,secondaire,0,10,0.566,46,effectuee&declaree,6,7,2,pieges,pieges,,cable,250,collective,jour,autres,,80000,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,163,4_14,14,4,autre,primaire,1,15,0.354,,effectuee&declaree,9,0.5,3,pieges,pieges,,cable_nylons,110,individuelle,jour,autres,,0,0,autres,1,0.9,0,0,0,0,0,0,0.9,0,0,1.8,0,0,0,0,0,0,1.8,0,0,0.3,0,0,0,0,0,0,0.3,0,0
281,240,4_14,14,4,autre,primaire,1,15,0.354,,effectuee&declaree,10,0.5,0.5,fusil,fusil,,,1,individuelle,jour,village,mbongo,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,162,4_15,15,4,autre,secondaire,0,3,0.354,21,effectueeNONdeclaree,9,0.5,0.5,pieges,pieges,,mapasa,15,individuelle,jour,village,,0,1,rongeurs,1,3.5,3.5,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
283,162,4_15,15,4,protestant,primaire,0,15,0.354,21,effectueeNONdeclaree,9,0.5,0.5,pieges,pieges,,mapasa,15,individuelle,jour,village,,0,1,rongeurs,1,3.5,3.5,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
284,519,4_15,15,4,autre,secondaire,0,3,0.354,21,effectuee&declaree,2,0.5,2.5,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,110,individuelle,les_deux,village,kaontompi,100000,1,petitsongules,1,8.4,0,0,0,8.4,0,0,0,0,0,16.8,0,0,0,16.8,0,0,0,0,0,3.36,0,0,0,3.36,0,0,0,0,0
285,519,4_15,15,4,protestant,primaire,0,15,0.354,21,effectuee&declaree,2,0.5,2.5,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,110,individuelle,les_deux,village,kaontompi,100000,1,petitsongules,1,8.4,0,0,0,8.4,0,0,0,0,0,16.8,0,0,0,16.8,0,0,0,0,0,3.36,0,0,0,3.36,0,0,0,0,0
286,160,4_16,16,4,autre,primaire,1,15,0.354,,effectuee&declaree,9,0.5,1.3,pieges,pieges,,mapasa,80,individuelle,jour,autres,,0,0,rongeurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,248,4_16,16,4,autre,primaire,1,15,0.354,,effectuee&declaree,10,0.5,1,fusil,fusil,,,1,individuelle,jour,village,mbongo,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,177,4_16,16,4,autre,primaire,1,15,0.354,,effectuee&declaree,10,0.5,6,fusil,fusil,,,1,individuelle,nuit,village,mbongo,0,1,petitsongules,1,3.8,0,3.8,0,0,0,0,0,0,0,7.6,0,7.6,0,0,0,0,0,0,0,0.633333333,0,0.633333333,0,0,0,0,0,0,0
289,239,4_17,17,4,autre,secondaire,0,10,0.354,19,effectuee&declaree,10,0.5,0.5,pieges,pieges,,mapasa,40,individuelle,jour,village,mbongo,10000,1,rongeurs,1,1.7,1.7,0,0,0,0,0,0,0,0,3.4,3.4,0,0,0,0,0,0,0,0,3.4,3.4,0,0,0,0,0,0,0,0
290,238,4_17,17,4,autre,secondaire,0,10,0.354,19,effectuee&declaree,10,0.5,0.5,pieges,pieges,,mapasa,40,individuelle,jour,village,mbongo,10000,1,rongeurs,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
291,232,4_17,17,4,autre,secondaire,0,10,0.354,19,effectuee&declaree,10,0.5,0.5,pieges,pieges,,mapasa,45,individuelle,jour,village,mbongo,10000,1,rongeurs,1,4.8,4.8,0,0,0,0,0,0,0,0,9.6,9.6,0,0,0,0,0,0,0,0,9.6,9.6,0,0,0,0,0,0,0,0
292,223,4_17,17,4,autre,secondaire,0,10,0.354,19,effectueeNONdeclaree,10,0.5,1.3,fusil,fusil,,,2,individuelle,jour,autres,,10000,0,singes,1,14,0,0,0,0,0,14,0,0,0,28,0,0,0,0,0,28,0,0,0,10.76923077,0,0,0,0,0,10.76923077,0,0,0
293,258,4_18,18,4,autre,secondaire,0,14,0.566,34,effectuee&declaree,10,0.5,0.5,pieges,pieges,,mapasa,0,individuelle,jour,autres,,0,0,autres,1,0.3,0,0,0,0,0,0,0,0,0.3,0.6,0,0,0,0,0,0,0,0,0.6,0.6,0,0,0,0,0,0,0,0,0.6
294,38,4_2,2,4,protestant,secondaire,1,12,0.354,23,effectuee&declaree,7,0.5,0.2,arc&fleches,arc&fleches,bosiki,,2,collective,jour,village,aux_jachres_du_village,0,2,ongulesmoyens,1,26,0,0,26,0,0,0,0,0,0,52,0,0,52,0,0,0,0,0,0,130,0,0,130,0,0,0,0,0,0
295,53,4_2,2,4,protestant,secondaire,1,12,0.354,23,effectueeNONdeclaree,8,0.5,1,pieges,pieges,,mapasa,1,individuelle,jour,autres,,0,0,rongeurs,1,1.5,1.5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0
296,159,4_2,2,4,protestant,secondaire,1,12,0.354,23,effectuee&declaree,9,0.5,1,pieges,pieges,,mapasa,1,individuelle,jour,autres,,0,0,petitsongules,1,1.3,0,1.3,0,0,0,0,0,0,0,2.6,0,2.6,0,0,0,0,0,0,0,1.3,0,1.3,0,0,0,0,0,0,0
297,48,4_2,2,4,protestant,secondaire,1,12,0.354,23,effectueeNONdeclaree,6,0.5,0.3,pieges,pieges,,nylon,30,individuelle,jour,village,non_loin_du_village:_apres_la_piste,0,0,autres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,244,4_20,20,4,autre,primaire,1,15,0.354,63,effectuee&declaree,10,0.5,3,pieges,pieges,,mapasa_cable_nylon,270,individuelle,jour,village,mbongo,200000,1,rongeurs,1,3,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
299,332,4_21,21,4,autre,primaire,0,23,0.354,,effectuee&declaree,11,1,0.6,fusil,fusil,,,1,individuelle,jour,village,mpumba,5000,0,singes,1,4.2,0,0,0,0,0,0,0,0,4.2,4.2,0,0,0,0,0,0,0,0,4.2,7,0,0,0,0,0,0,0,0,7
300,247,4_21,21,4,autre,primaire,0,23,0.354,,effectuee&declaree,10,0.5,1,fusil,fusil,,,1,individuelle,jour,village,mbongo,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,329,4_22,22,4,autre,secondaire,0,15,0.566,50,effectuee&declaree,11,1,1.5,pieges,pieges,,mapasa,150,individuelle,jour,village,bempoto,45000,1,rongeurs,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.666666667,0.666666667,0,0,0,0,0,0,0,0
302,259,4_22,22,4,autre,secondaire,0,15,0.566,50,effectuee&declaree,10,0.5,0.15,pieges,pieges,,mapasa,40,individuelle,jour,village,parti_seul_pour_controler_ses_petits_pieges_dans_les_jacheres_du_village,0,0,oiseaux,1,0.2,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0,0,0.4,0,1.333333333,0,0,0,0,0,0,0,1.333333333,0
303,250,4_23,23,4,autre,primaire,1,4,0.354,23,effectueeNONdeclaree,10,0.5,0.5,arc&fleches,arc&fleches,bosiki,,1,individuelle,nuit,village,mbongo,0,1,petitsongules,1,3,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0
304,245,4_23,23,4,autre,primaire,1,4,0.354,23,effectuee&declaree,10,0.5,2,arc&fleches,arc&fleches,bosiki,,3,collective,nuit,village,mbongo,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,450,4_24,24,4,protestant,primaire,0,19,0.566,75,effectuee&declaree,1,1,4,pieges,arc&fleches_pieges,bosiki_bonsele,nylon__mapasa,85,individuelle,les_deux,village,nkongo,20000,0,petitsongules,1,3.1,0,3.1,0,0,0,0,0,0,0,3.1,0,3.1,0,0,0,0,0,0,0,0.775,0,0.775,0,0,0,0,0,0,0
306,441,4_24,24,4,protestant,primaire,0,19,0.566,75,effectuee&declaree,12,4,3,pieges,pieges_arc&fleches,bosiki_bonsele,nylon_mapasa,100,individuelle,les_deux,village,nkongo,18000,1,petitsongules,1,1.05,1.05,0,0,0,0,0,0,0,0,0.2625,0.2625,0,0,0,0,0,0,0,0,0.35,0.35,0,0,0,0,0,0,0,0
307,442,4_25,25,4,protestant,secondaire,0,18,0.354,19,effectuee&declaree,12,2,4,pieges,fusil_arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,180,collective,les_deux,village,nsadiya,60000,2,petitsongules_rongeurs,1,4.2,1,1.1,2.1,0,0,0,0,0,0,2.1,0.5,0.55,1.05,0,0,0,0,0,0,1.05,0.25,0.275,0.525,0,0,0,0,0,0
308,449,4_25,25,4,protestant,secondaire,0,18,0.354,19,effectuee&declaree,12,4,4,pieges,fusil_pieges,,nylon_mapasa,80,individuelle,les_deux,village,nsadiya,100000,1,sangliers_petitsongules,1,6.5,0,0,0,0,5.2,0,1.3,0,0,1.625,0,0,0,0,1.3,0,0.325,0,0,1.625,0,0,0,0,1.3,0,0.325,0,0
309,224,4_26,26,4,autre,secondaire,0,15,0.354,49,effectueeNONdeclaree,10,1,1,pieges,pieges,,cable,60,collective,nuit,campement_permanent,,20400,2,ongulesmoyens,1,11,0,0,11,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0
310,256,4_3,3,4,autre,primaire,0,8,0.354,48,effectuee&declaree,10,0.5,0.35,pieges,pieges,,cable_nylons_mapasa,60,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,34,4_3,3,4,autre,primaire,0,8,0.354,48,effectuee&declaree,7,7,1,pieges,pieges,,mapasa,85,individuelle,les_deux,campement_permanent,,30000,1,rongeurs,1,2,2,0,0,0,0,0,0,0,0,0.285714286,0.285714286,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
312,35,4_3,3,4,autre,primaire,0,8,0.354,48,effectuee&declaree,7,0.5,3,pieges,pieges,,cable,80,individuelle,jour,campement_temporaire,,0,0,autres,1,0.2,0,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0.4,0.066666667,0,0,0,0,0,0,0,0,0.066666667
313,328,4_4,4,4,autre,aucune,1,11,0.354,36,effectuee&declaree,11,1,1.5,pieges,pieges,,cable_(ipasa),110,individuelle,jour,village,kuala,20000,0,singes,1,0.9,0,0,0,0,0,0.9,0,0,0,0.9,0,0,0,0,0,0.9,0,0,0,0.6,0,0,0,0,0,0.6,0,0,0
