ligne_ID,id_sortie,unique_hunter_ID,id_chasseur,village,religion,niveau_etudes,activite_1,temps_chasseur,frequence_chasse,age_chasseur,type_de_la_sortie,mois,duree,distance_lieu_chasse_hr,strategie_primaire,strategie_chasse,type_fleches,type_pieges,nombre_pieges,type_chasse,periode_chasse,base_chasse,detail_base_chasse,depenses_totales,nombre_personnes,especes_chassees,succes,kg_tot,kg_rongeurs,kg_petitsongules,kg_ongulesmoyens,kg_grandsongules,kg_sangliers,kg_primates,kg_reptiles,kg_oiseaux,kg_autres,CPUE_duree,CPUE_duree_rongeurs,CPUE_duree_petitsongules,CPUE_duree_ongulesmoyens,CPUE_duree_grandsongules,CPUE_duree_sangliers,CPUE_duree_primates,CPUE_duree_reptiles,CPUE_duree_oiseaux,CPUE_duree_autres,CPUE_distance,CPUE_distance_rongeurs,CPUE_distance_petitsongules,CPUE_distance_ongulesmoyens,CPUE_distance_grandsongules,CPUE_distance_sangliers,CPUE_distance_primates,CPUE_distance_reptiles,CPUE_distance_oiseaux,CPUE_distance_autres
63,185,1_26,26,1,protestant,secondaire,1,21,0.354,,planifiee,9,5,1.5,arc&fleches,arc&fleches,bosiki,,3,collective,les_deux,campement_temporaire,,0,10,,1,1.7,0,1.7,0,0,0,0,0,0,0,0.34,0,0.34,0,0,0,0,0,0,0,1.133333333,0,1.133333333,0,0,0,0,0,0,0
64,185,1_26,26,1,autre,secondaire,1,5,0.354,,planifiee,9,5,1.5,arc&fleches,arc&fleches,bosiki,,3,collective,les_deux,campement_temporaire,,0,10,,1,1.7,0,1.7,0,0,0,0,0,0,0,0.34,0,0.34,0,0,0,0,0,0,0,1.133333333,0,1.133333333,0,0,0,0,0,0,0
65,484,1_26,26,1,protestant,secondaire,1,21,0.354,,effectueeNONdeclaree,2,0.5,3,pieges,pieges,,nylon,5,individuelle,les_deux,village,bekombo,0,0,petitsongules,1,2.4,0,2.4,0,0,0,0,0,0,0,4.8,0,4.8,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0
66,484,1_26,26,1,autre,secondaire,1,5,0.354,,effectueeNONdeclaree,2,0.5,3,pieges,pieges,,nylon,5,individuelle,les_deux,village,bekombo,0,0,petitsongules,1,2.4,0,2.4,0,0,0,0,0,0,0,4.8,0,4.8,0,0,0,0,0,0,0,0.8,0,0.8,0,0,0,0,0,0,0
67,405,1_26,26,1,protestant,secondaire,1,21,0.354,,planifiee,11,1,0.5,pieges,pieges,,nylon,0,individuelle,jour,village,yamankoso,0,0,,1,1.6,1.6,0,0,0,0,0,0,0,0,1.6,1.6,0,0,0,0,0,0,0,0,3.2,3.2,0,0,0,0,0,0,0,0
68,405,1_26,26,1,autre,secondaire,1,5,0.354,,planifiee,11,1,0.5,pieges,pieges,,nylon,0,individuelle,jour,village,yamankoso,0,0,,1,1.6,1.6,0,0,0,0,0,0,0,0,1.6,1.6,0,0,0,0,0,0,0,0,3.2,3.2,0,0,0,0,0,0,0,0
69,196,1_3,3,1,autre,secondaire,1,16,0.99,25,planifiee,9,4,1.5,arc&fleches,arc&fleches,bosiki,,1,collective,nuit,campement_temporaire,,0,4,,1,4,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.666666667,0,2.666666667,0,0,0,0,0,0,0
70,186,1_3,3,1,autre,secondaire,1,16,0.99,25,planifiee,9,5,1.5,arc&fleches,arc&fleches,bosiki,,3,collective,les_deux,campement_temporaire,,0,10,,1,3,0,3,0,0,0,0,0,0,0,0.6,0,0.6,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
71,101,1_3,3,1,autre,secondaire,1,16,0.99,25,planifiee,8,1,1.5,arc&fleches,arc&fleches,bosiki,,8,collective,nuit,campement_permanent,,0,6,,1,5.9,0,5.9,0,0,0,0,0,0,0,5.9,0,5.9,0,0,0,0,0,0,0,3.933333333,0,3.933333333,0,0,0,0,0,0,0
72,527,1_4,4,1,protestant,primaire,1,13,0.354,62,effectueeNONdeclaree,2,0.5,0.5,pieges,pieges,,cable,20,individuelle,les_deux,village,bekombo,0,0,grandsongules,1,15,0,0,15,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0,0
73,486,1_4,4,1,protestant,primaire,1,13,0.354,62,effectuee&declaree,2,1,2,arc&fleches,arc&fleches,makula,,2,individuelle,les_deux,village,bekombo,0,0,petitsongules,1,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
74,427,1_4,4,1,protestant,primaire,1,13,0.354,62,effectueeNONdeclaree,12,2,2,pieges,pieges,,cable_nylon,200,individuelle,les_deux,village,mbungusani,0,0,grandsongules,1,20,0,0,20,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0
75,437,1_5,5,1,protestant,secondaire,1,15,0.849,36,effectuee&declaree,1,1,0.75,arc&fleches,arc&fleches,boseke,,5,collective,les_deux,village,bekombo,0,2,petitsongules,1,3.8,0,3.8,0,0,0,0,0,0,0,3.8,0,3.8,0,0,0,0,0,0,0,5.066666667,0,5.066666667,0,0,0,0,0,0,0
76,581,1_5,5,1,protestant,secondaire,1,15,0.849,36,effectueeNONdeclaree,3,1,2,fusil,fusil,,,1,collective,les_deux,village,bekombo,5000,2,grandsongules,1,12,0,0,12,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0
77,146,1_5,5,1,protestant,secondaire,1,15,0.849,36,planifiee,9,6,2,arc&fleches,arc&fleches,bosiki,,,collective,nuit,campement_temporaire,,0,4,,1,10.3,0,0,10.3,0,0,0,0,0,0,1.716666667,0,0,1.716666667,0,0,0,0,0,0,5.15,0,0,5.15,0,0,0,0,0,0
78,594,1_5,5,1,protestant,secondaire,1,15,0.849,36,effectueeNONdeclaree,4,0.5,1,pieges,pieges,,cable,70,individuelle,les_deux,village,bekombo,0,0,rongeurs,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
79,97,1_5,5,1,protestant,secondaire,1,15,0.849,36,planifiee,8,1,1.5,arc&fleches,arc&fleches,bosiki,,8,collective,nuit,campement_permanent,,0,8,,1,4,1,3,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,2.666666667,0.666666667,2,0,0,0,0,0,0,0
80,481,1_5,5,1,protestant,secondaire,1,15,0.849,36,effectueeNONdeclaree,2,0.5,2,arc&fleches,arc&fleches,makula,,2,collective,les_deux,village,bekombo,0,3,petitsongules,1,5,0,5,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,2.5,0,2.5,0,0,0,0,0,0,0
81,408,1_5,5,1,protestant,secondaire,1,15,0.849,36,planifiee,11,1,1,arc&fleches,arc&fleches,bosiki,,0,individuelle,nuit,village,bakumo'o,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,195,1_5,5,1,protestant,secondaire,1,15,0.849,36,planifiee,9,4,1.5,arc&fleches,arc&fleches,bosiki,,1,collective,nuit,campement_temporaire,,0,4,,1,3,0,3,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
83,409,1_6,6,1,protestant,secondaire,0,13,0.354,34,planifiee,11,1,1,arc&fleches,arc&fleches,bosiki,,0,individuelle,nuit,village,bakumo'o,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,563,1_6,6,1,protestant,secondaire,0,13,0.354,34,effectueeNONdeclaree,4,0.5,0.5,pieges,pieges,,cable,13,individuelle,les_deux,village,lompole,0,0,grandsongules,1,19,0,0,19,0,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0,38,0,0,38,0,0,0,0,0,0
85,501,1_6,6,1,protestant,secondaire,0,13,0.354,34,effectuee&declaree,1,1,0.75,arc&fleches,arc&fleches,boseke,,4,collective,les_deux,village,bekombo,0,2,petitsongules,1,5,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,6.666666667,0,6.666666667,0,0,0,0,0,0,0
86,480,1_6,6,1,protestant,secondaire,0,13,0.354,34,effectueeNONdeclaree,2,1,2,arc&fleches,arc&fleches,makula,,2,collective,les_deux,village,bekombo,0,2,grandsongules,1,18,0,0,18,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0
87,140,1_6,6,1,protestant,secondaire,0,13,0.354,34,effectuee&declaree,9,1,0.5,arc&fleches,arc&fleches,bosiki,,3,individuelle,nuit,village,mbendembende,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,366,1_6,6,1,protestant,secondaire,0,13,0.354,34,effectueeNONdeclaree,11,1,1,fusil,fusil,,,1,individuelle,jour,village,route_lompole,0,0,singes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,291,1_6,6,1,protestant,secondaire,0,13,0.354,34,effectuee&declaree,10,1,1,fusil,fusil_arc&fleches,bosiki,,2,individuelle,nuit,village,indwandwa,1500,1,petitsongules,1,3.5,0,3.5,0,0,0,0,0,0,0,3.5,0,3.5,0,0,0,0,0,0,0,3.5,0,3.5,0,0,0,0,0,0,0
90,367,1_6,6,1,protestant,secondaire,0,13,0.354,34,planifiee,11,1,1,fusil,fusil,,,1,individuelle,jour,village,route_lompole,0,0,,1,13.57,0,3.455,0,0,0,10.115,0,0,0,13.57,0,3.455,0,0,0,10.115,0,0,0,13.57,0,3.455,0,0,0,10.115,0,0,0
91,432,1_7,7,1,autre,primaire,1,10,0.354,37,effectueeNONdeclaree,1,2,0.5,pieges,pieges,,nylon,50,individuelle,les_deux,village,bekombo,0,0,rongeurs,1,3.5,3.5,0,0,0,0,0,0,0,0,1.75,1.75,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0
92,433,1_8,8,1,autre,secondaire,0,10,0.354,68,effectueeNONdeclaree,12,2,2,fusil,fusil,,,1,individuelle,les_deux,village,mbungusani,8500,0,singes,1,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0
93,142,1_8,8,1,autre,secondaire,0,10,0.354,68,effectueeNONdeclaree,9,5,3,arc&fleches,arc&fleches,bosiki,,3,individuelle,les_deux,campement_permanent,,1500,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,153,1_9,9,1,protestant,primaire,1,18,0.283,40,effectuee&declaree,9,1,1,fusil,arc&fleches_fusil,bosiki,,2,individuelle,nuit,village,mbendembende,1500,0,autres,1,1.6,0,0,0,0,0,0,0,0,1.6,1.6,0,0,0,0,0,0,0,0,1.6,1.6,0,0,0,0,0,0,0,0,1.6
95,115,1_9,9,1,protestant,primaire,1,18,0.283,40,effectueeNONdeclaree,8,1,1,pieges,pieges,,cable,,collective,jour,campement_permanent,,0,3,ongulesmoyens,1,18,0,0,18,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0,0
96,12,1_9,9,1,protestant,primaire,1,18,0.283,40,effectuee&declaree,7,1,1,arc&fleches,arc&fleches_autre,bosiki,,3,individuelle,nuit,village,induandua,1500,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,477,1_9,9,1,protestant,primaire,1,18,0.283,40,effectueeNONdeclaree,2,1,3,arc&fleches,arc&fleches,makula,,3,collective,les_deux,village,bekombo,0,2,grandsongules,1,12,0,0,12,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0
98,57,2_1,1,2,autre,secondaire,0,18,0.354,38,effectuee&declaree,7,5,1,fusil,fusil,,,1,individuelle,les_deux,village,,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,76,2_1,1,2,autre,secondaire,0,18,0.354,38,effectueeNONdeclaree,8,21,6,arc&fleches,arc&fleches,bosiki,,2,collective,nuit,autres,,15000,3,petitsongules_ongulesmoyens_sangliers,1,29,0,4,16,0,9,0,0,0,0,1.380952381,0,0.19047619,0.761904762,0,0.428571429,0,0,0,0,4.833333333,0,0.666666667,2.666666667,0,1.5,0,0,0,0
100,40,2_1,1,2,autre,secondaire,0,18,0.354,38,effectuee&declaree,7,1,1,arc&fleches,arc&fleches,bosiki,,1,individuelle,nuit,campement_permanent,,2700,0,ongulesmoyens,1,16,0,0,16,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0,16,0,0,16,0,0,0,0,0,0
101,23,2_1,1,2,autre,secondaire,0,18,0.354,38,effectueeNONdeclaree,6,0.5,1,fusil,fusil,,,1,individuelle,jour,village,a_1heure_du_village,0,0,singes,1,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0
102,24,2_1,1,2,autre,secondaire,0,18,0.354,38,effectuee&declaree,6,0.5,1,arc&fleches,arc&fleches,makula,,3,individuelle,jour,village,a_1heure_du_village,0,0,rongeurs,1,2.5,2.5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0
103,456,2_1,1,2,autre,secondaire,0,18,0.354,38,effectuee&declaree,1,1,3,fusil,fusil_arc&fleches,bosiki,,4,individuelle,les_deux,village,entre_villages_ilombe_et_mbongo,20000,0,grandsongules,1,2.2,0,0,0,0,0,0,0,0,2.2,2.2,0,0,0,0,0,0,0,0,2.2,0.733333333,0,0,0,0,0,0,0,0,0.733333333
104,83,2_10,10,2,autre,secondaire,0,15,0.354,48,effectueeNONdeclaree,7,0.5,1,pieges,pieges,,petite_cable,1,individuelle,jour,campement_temporaire,,0,0,rongeurs,1,0.2,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0
105,455,2_10,10,2,autre,secondaire,0,15,0.354,48,effectuee&declaree,1,0.5,1.5,chiens,fusil_arc&fleches_chiens,bosiki_bonsele,,4,collective,les_deux,village,yampepa,16000,3,rongeurs,1,2.5,2.5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1.666666667,1.666666667,0,0,0,0,0,0,0,0
106,451,2_12,12,2,autre,primaire,1,31,0.354,43,effectuee&declaree,1,0.5,0.25,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,40,individuelle,les_deux,village,lome,10000,1,rongeurs,1,2.2,2.2,0,0,0,0,0,0,0,0,4.4,4.4,0,0,0,0,0,0,0,0,8.8,8.8,0,0,0,0,0,0,0,0
107,451,2_12,12,2,protestant,secondaire,0,24,0.566,43,effectuee&declaree,1,0.5,0.25,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,40,individuelle,les_deux,village,lome,10000,1,rongeurs,1,2.2,2.2,0,0,0,0,0,0,0,0,4.4,4.4,0,0,0,0,0,0,0,0,8.8,8.8,0,0,0,0,0,0,0,0
108,451,2_12,12,2,catholique,secondaire,1,2,0.354,43,effectuee&declaree,1,0.5,0.25,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,40,individuelle,les_deux,village,lome,10000,1,rongeurs,1,2.2,2.2,0,0,0,0,0,0,0,0,4.4,4.4,0,0,0,0,0,0,0,0,8.8,8.8,0,0,0,0,0,0,0,0
109,451,2_12,12,2,autre,primaire,1,25,0.354,43,effectuee&declaree,1,0.5,0.25,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,40,individuelle,les_deux,village,lome,10000,1,rongeurs,1,2.2,2.2,0,0,0,0,0,0,0,0,4.4,4.4,0,0,0,0,0,0,0,0,8.8,8.8,0,0,0,0,0,0,0,0
110,60,2_12,12,2,autre,primaire,1,31,0.354,43,effectuee&declaree,8,0.5,2.3,pieges,pieges,,cable,50,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,60,2_12,12,2,protestant,secondaire,0,24,0.566,43,effectuee&declaree,8,0.5,2.3,pieges,pieges,,cable,50,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,60,2_12,12,2,catholique,secondaire,1,2,0.354,43,effectuee&declaree,8,0.5,2.3,pieges,pieges,,cable,50,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,60,2_12,12,2,autre,primaire,1,25,0.354,43,effectuee&declaree,8,0.5,2.3,pieges,pieges,,cable,50,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,207,2_13,13,2,protestant,secondaire,1,21,0.354,48,effectuee&declaree,10,0.5,3,pieges,pieges,,cable,83,individuelle,jour,village,ipope,80000,1,grandsongules,1,52,0,0,0,52,0,0,0,0,0,104,0,0,0,104,0,0,0,0,0,17.33333333,0,0,0,17.33333333,0,0,0,0,0
115,207,2_13,13,2,protestant,secondaire,0,8,0.354,48,effectuee&declaree,10,0.5,3,pieges,pieges,,cable,83,individuelle,jour,village,ipope,80000,1,grandsongules,1,52,0,0,0,52,0,0,0,0,0,104,0,0,0,104,0,0,0,0,0,17.33333333,0,0,0,17.33333333,0,0,0,0,0
116,515,2_14,14,2,protestant,secondaire,0,20,0.354,,effectuee&declaree,2,0.5,1,fusil,fusil,,,1,individuelle,les_deux,village,ekonda,0,0,singes,1,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,2,0,0,0
117,161,2_14,14,2,protestant,secondaire,0,20,0.354,,effectuee&declaree,9,0.5,1,pieges,pieges,,mapasa_nylon,70,individuelle,jour,village,ipope,70000,1,rongeurs,1,1.2,1.2,0,0,0,0,0,0,0,0,2.4,2.4,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,0,0
118,233,2_14,14,2,protestant,secondaire,0,20,0.354,,effectuee&declaree,10,0.5,1.3,pieges,arc&fleches_pieges,bosiki,mapasa,30,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,327,2_15,15,2,protestant,secondaire,0,10,0.354,63,effectuee&declaree,11,1,0.3,pieges,pieges,,bokemba,23,individuelle,jour,village,sangani_ipope_nganda,10000,0,rongeurs,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.333333333,3.333333333,0,0,0,0,0,0,0,0
120,229,2_15,15,2,protestant,secondaire,0,10,0.354,63,effectuee&declaree,10,0.5,1.3,pieges,pieges,,nylons_cable_mapasa,120,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,225,2_16,16,2,protestant,secondaire,0,15,0.354,63,effectuee&declaree,10,0.5,0.15,pieges,pieges,,mapasa,56,individuelle,jour,village,parti_verifier_ses_pieges_dans_la_foret_primaire,0,0,autres,1,1.9,0,0,0,0,0,0,1.9,0,0,3.8,0,0,0,0,0,0,3.8,0,0,12.66666667,0,0,0,0,0,0,12.66666667,0,0
122,205,2_17,17,2,autre,aucune,1,25,0.354,41,effectuee&declaree,10,0.5,1,pieges,arc&fleches_pieges,bosiki,cable,3,individuelle,jour,village,ipope,15000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,446,2_19,19,2,autre,aucune,0,40,0.354,59,effectuee&declaree,12,0.5,3,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,30,individuelle,jour,village,yolempeme,20000,0,petitsongules,1,3,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
124,206,2_19,19,2,autre,aucune,0,40,0.354,59,effectuee&declaree,10,0.5,1,pieges,pieges_arc&fleches,bonsele_bosiki_baton,mapasa_nylon,20,individuelle,jour,village,ipope,20000,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,227,2_19,19,2,autre,aucune,0,40,0.354,59,effectuee&declaree,10,0.5,2,pieges,pieges,,mapasa,80,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,25,2_2,2,2,catholique,secondaire,1,15,0.354,61,effectuee&declaree,6,0.5,1,pieges,pieges_autre,,machte,40,individuelle,jour,village,a_1heure_du_village,0,0,rongeurs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,215,2_2,2,2,catholique,secondaire,1,15,0.354,61,effectuee&declaree,10,0.5,1.3,chiens,arc&fleches_chiens,bosiki_bonsele,,0,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,230,2_20,20,2,protestant,secondaire,0,25,0.354,51,effectuee&declaree,10,0.5,1,pieges,pieges_fusil,,cable,70,individuelle,jour,autres,,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,335,2_20,20,2,protestant,secondaire,0,25,0.354,51,planifiee,11,0.5,2.5,pieges,arc&fleches_pieges,bosiki,nylon,70,individuelle,les_deux,village,bongele__indole,90000,0,,1,2.4,2.4,0,0,0,0,0,0,0,0,4.8,4.8,0,0,0,0,0,0,0,0,0.96,0.96,0,0,0,0,0,0,0,0
130,231,2_21,21,2,protestant,secondaire,0,17,0.354,53,effectuee&declaree,10,0.5,1,pieges,pieges_arc&fleches,cables,,30,individuelle,jour,autres,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,463,2_21,21,2,protestant,secondaire,0,17,0.354,53,effectuee&declaree,1,0.5,1,pieges,fusil_pieges,,nylon_mapasa,80,individuelle,les_deux,village,lualadia,117500,0,singes,1,7.1,0,0,0,0,0,7.1,0,0,0,14.2,0,0,0,0,0,14.2,0,0,0,7.1,0,0,0,0,0,7.1,0,0,0
132,234,2_22,22,2,protestant,secondaire,0,14,0.354,33,effectuee&declaree,10,0.5,1.3,pieges,pieges,,cable_nylons_mapasa,125,individuelle,jour,autres,,0,0,rongeurs,1,1.5,1.5,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1.153846154,1.153846154,0,0,0,0,0,0,0,0
133,454,2_22,22,2,protestant,secondaire,0,14,0.354,33,effectuee&declaree,1,0.5,1,pieges,pieges,,nylon_mapasa,90,individuelle,les_deux,village,bofulu,10000,0,petitsongules,1,3.65,0,0,3.65,0,0,0,0,0,0,7.3,0,0,7.3,0,0,0,0,0,0,3.65,0,0,3.65,0,0,0,0,0,0
134,243,2_24,24,2,musulman,secondaire,1,15,0.354,28,effectuee&declaree,10,0.5,2,fusil,fusil,,,1,individuelle,jour,autres,,20000,0,singes,1,5,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,10,0,0,0,2.5,0,0,0,0,0,2.5,0,0,0
135,448,2_24,24,2,musulman,secondaire,1,15,0.354,28,effectuee&declaree,12,5,3,pieges,arc&fleches_pieges,bosiki_bonsele,nylon_mapasa,200,individuelle,les_deux,village,nkongo,35000,0,petitsongules,1,1.8,1.5,0,0,0,0,0,0,0,0.3,0.36,0.3,0,0,0,0,0,0,0,0.06,0.6,0.5,0,0,0,0,0,0,0,0.1
136,222,2_25,25,2,autre,secondaire,1,5,0.354,21,effectueeNONdeclaree,10,1,1.2,arc&fleches,arc&fleches,bosiki_bonsele,,1,collective,nuit,campement_permanent,,1800,5,ongulesmoyens,1,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4.166666667,0,0,4.166666667,0,0,0,0,0,0
137,222,2_25,25,2,protestant,secondaire,1,40,0.354,21,effectueeNONdeclaree,10,1,1.2,arc&fleches,arc&fleches,bosiki_bonsele,,1,collective,nuit,campement_permanent,,1800,5,ongulesmoyens,1,5,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4.166666667,0,0,4.166666667,0,0,0,0,0,0
138,29,2_4,4,2,protestant,secondaire,0,17,0.354,33,effectuee&declaree,6,1,1,arc&fleches,arc&fleches,bosiki,,3,collective,nuit,campement_permanent,,0,2,petitsongules_rongeurs,1,7.5,1,6.5,0,0,0,0,0,0,0,7.5,1,6.5,0,0,0,0,0,0,0,7.5,1,6.5,0,0,0,0,0,0,0
139,27,2_4,4,2,protestant,secondaire,0,17,0.354,33,effectueeNONdeclaree,6,1,1.3,arc&fleches,arc&fleches,bosiki,,2,collective,nuit,campement_temporaire,,0,3,petitsongules,1,7.5,1,6.5,0,0,0,0,0,0,0,7.5,1,6.5,0,0,0,0,0,0,0,5.769230769,0.769230769,5,0,0,0,0,0,0,0
140,84,2_5,5,2,autre,secondaire,1,14,0.354,31,effectueeNONdeclaree,7,0.5,0.3,pieges,pieges,,cable,180,collective,jour,village,autour_des_forets_environnt_les_jacheres_du_village,0,2,grandsongules,1,48,0,0,0,48,0,0,0,0,0,96,0,0,0,96,0,0,0,0,0,160,0,0,0,160,0,0,0,0,0
141,26,2_5,5,2,autre,secondaire,1,14,0.354,31,effectuee&declaree,6,1,1.5,arc&fleches,arc&fleches,makula,,3,individuelle,nuit,campement_permanent,,0,0,petitsongules,1,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,2.666666667,0,2.666666667,0,0,0,0,0,0,0
142,514,2_5,5,2,autre,secondaire,1,14,0.354,31,effectuee&declaree,2,6,4,pieges,fusil_arc&fleches_pieges,bosiki,mapasa,5,collective,les_deux,village,mianda,60000,4,petitsongules,1,20.6,0,5.03,15.57,0,0,0,0,0,0,3.433333333,0,0.838333333,2.595,0,0,0,0,0,0,5.15,0,1.2575,3.8925,0,0,0,0,0,0
143,51,2_6,6,2,autre,secondaire,0,20,0.354,38,effectuee&declaree,7,0.5,3,arc&fleches,arc&fleches,bosiki,,2,individuelle,jour,campement_permanent,,0,0,ongulesmoyens,1,8,0,8,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,2.666666667,0,2.666666667,0,0,0,0,0,0,0
144,49,2_6,6,2,autre,secondaire,0,20,0.354,38,effectuee&declaree,7,0.5,2,pieges,pieges,,cable,140,individuelle,jour,campement_permanent,,0,0,grandsongules,1,56,0,0,0,56,0,0,0,0,0,112,0,0,0,112,0,0,0,0,0,28,0,0,0,28,0,0,0,0,0
145,43,2_6,6,2,autre,secondaire,0,20,0.354,38,effectueeNONdeclaree,7,11,3,arc&fleches,arc&fleches,bosiki,,2,individuelle,les_deux,autres,,26000,1,autres,1,12,0,0,0,0,0,0,12,0,0,1.090909091,0,0,0,0,0,0,1.090909091,0,0,4,0,0,0,0,0,0,4,0,0
