Source,mois,espece,espece,Genre,age,sexe,en_allaitement,enceinte,condition,poids_kg,circumference_cou,longueur_cm,provenance,strategie,jour_nuit,Dest_jeter,Dest_conso,Dest_vente,Dest_paim,Dest_don,kg_jeter,kg_conso,kg_vente,kg_paim,kg_don,condition_vente,prix_vente_fc,prix_vente_kg,village,ID_sortie,unique_hunter_ID
Q4,11,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,adulte,femelle,non,oui,frais,13.8,30.5,61,foret_primaire,autres,jour,0,1,0,0,0,0,13.8,0,0,0,,,,1,399,1_0
Q4,11,cephalophe_dos_jaune,cephalophe_dos_jaune,ungulate_large,adulte,femelle,non,non,frais,83,47,104,foret_primaire,autres,jour,0,1,0,0,0,0,83,0,0,0,,,,1,399,1_0
Q4,6,ecureil_geant,autre,rodent,adulte,femelle,non,non,frais,0.6,10,23,foret_primaire,pieges,jour,0,1,0,0,0,0,0.6,0,0,0,,,,5,4,5_4
Q4,7,cephalophe_bai,cephalophe_bai,ungulate_medium,jeune,femelle,non,non,frais,16,32,51,foret_primaire,arc&fleches,nuit,0,0.25,0.5,0.25,0,0,4,8,4,0,morceaux,24000,3000,2,40,2_1
Q4,11,chevrotain_aquatique,chevrotain_aquatique,ungulate_small,inconnu,inconnu,,,fume,3,0,45,foret_primaire,arc&fleches,nuit,0,0,1,0,0,0,0,3,0,0,entiere,8000,2666.666667,5,400,5_28
Q4,11,cephalophe_bai,cephalophe_bai,ungulate_medium,inconnu,inconnu,,,fume,4.6,0,60,foret_primaire,arc&fleches,jour,0,0,1,0,0,0,0,4.6,0,0,moities,12000,2608.695652,5,400,5_28
Q4,11,cercocebe_noir,cercocebe_noir,primates,inconnu,inconnu,,,fume,4.4,26.5,47.5,foret_primaire,fusil,jour,0,0,1,0,0,0,0,4.4,0,0,entiere,12000,2727.272727,5,400,5_28
Q4,11,colobe_bai_de_thollon,colobe_bai_de_thollon,primates,inconnu,inconnu,,,fume,2.8,2.5,41,foret_primaire,fusil,jour,0,0,1,0,0,0,0,2.8,0,0,entiere,12000,4285.714286,5,400,5_28
Q4,11,colobe_bai_de_thollon,colobe_bai_de_thollon,primates,inconnu,inconnu,,,fume,2.5,19.5,44.5,foret_primaire,fusil,jour,0,0,1,0,0,0,0,2.5,0,0,entiere,12000,4800,5,400,5_28
Q4,11,colobe_bai_de_thollon,colobe_bai_de_thollon,primates,inconnu,inconnu,,,fume,2.2,18.2,40.5,foret_primaire,fusil,jour,0,0,1,0,0,0,0,2.2,0,0,entiere,12000,5454.545455,5,400,5_28
Q4,11,crocodil_nain,crocodil_nain,reptiles,inconnu,inconnu,,,fume,1.2,0,29,foret_primaire,machette,jour,0,1,0,0,0,0,1.2,0,0,0,,,,5,400,5_28
Q4,12,pangolin_longue_queue,pangolin_longue_queue,pangolins,adulte,male,,,frais,1.8,16,72,foret_secondaire,pieges,jour,0,1,0,0,0,0,1.8,0,0,0,,,,5,401,5_0
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,frais,4,17,35,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,4,0,0,0,,,,5,402,5_14
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,frais,3.8,16,35,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,3.8,0,0,0,,,,5,402,5_14
Q4,11,atherure,atherure,rodent,jeune,femelle,non,non,frais,1.6,16.2,26.7,foret_primaire,pieges,jour,0,0.25,0.75,0,0,0,0.4,1.2,0,0,morceaux,2000,1666.666667,1,405,1_26
Q4,11,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,frais,3.6,17,41,foret_primaire,autres,jour,0,0,1,0,0,0,0,3.6,0,0,quarts,6000,1666.666667,1,406,1_25
Q4,11,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,inconnu,inconnu,,,fume,2.4,0,39,foret_primaire,fusil,nuit,0,1,0,0,0,0,2.4,0,0,0,,,,1,411,1_15
Q4,11,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,inconnu,inconnu,,,fume,2,0,49,foret_primaire,fusil,nuit,0,1,0,0,0,0,2,0,0,0,,,,1,411,1_15
Q4,12,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,jeune,male,,,frais,19,28,50,foret_primaire,arc&fleches,nuit,0,0,1,0,0,0,0,19,0,0,morceaux,30000,1578.947368,3,412,3_16
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,frais,3.4,16.8,38.5,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,3.4,0,0,0,,,,5,413,5_7
Q4,12,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,adulte,femelle,oui,non,frais,4.8,0,51,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,4.8,0,0,0,,,,5,413,5_7
Q4,12,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,adulte,femelle,oui,non,frais,5,0,51,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,5,0,0,0,,,,5,413,5_7
Q4,12,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,jeune,femelle,non,non,frais,8,24.2,54.5,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,8,0,0,0,,,,5,413,5_7
Q4,12,cercopitheque_ascagne,cercopitheque_ascagne,primates,adulte,male,,,frais,3.4,16.3,41,foret_primaire,fusil,jour,0,0.25,0.75,0,0,0,0.85,2.55,0,0,morceaux,10000,3921.568627,3,414,3_0
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,jeune,femelle,non,non,frais,2.47,17,33.5,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,2.47,0,0,0,,,,3,416,3_2
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,frais,2.235,16.5,33,foret_primaire,machette,nuit,0,1,0,0,0,0,2.235,0,0,0,,,,3,416,3_2
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,frais,3.4,14,38,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,3.4,0,0,0,,,,3,416,3_2
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,frais,3.825,17,42,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,3.825,0,0,0,,,,3,416,3_2
Q4,11,tortue_de_terre_inconnue,tortue_de_terre_inconnue,reptiles,adulte,male,,,frais,1.2,0,0,foret_primaire,pieges,jour,0,1,0,0,0,0,1.2,0,0,0,,,,3,417,3_19
Q4,11,ecureil_inconnu,ecureil_inconnu,rodent,adulte,femelle,non,non,frais,0.4,11,17,foret_primaire,pieges,jour,0,1,0,0,0,0,0.4,0,0,0,,,,3,418,3_17
Q4,11,cephalophe_bai,cephalophe_bai,ungulate_medium,adulte,femelle,non,oui,frais,16,0,59,foret_primaire,autres,jour,0,0.25,0.75,0,0,0,4,12,0,0,morceaux,10000,833.3333333,5,419,5_3
Q4,7,rat_de_gambie,rat_de_gambie,rodent,adulte,male,,,frais,1.5,12,20,foret_primaire,pieges,jour,0,1,0,0,0,0,1.5,0,0,0,,,,2,42,2_7
Q4,7,rat_de_gambie,rat_de_gambie,rodent,adulte,femelle,non,non,frais,1,10,20,foret_primaire,pieges,jour,0,1,0,0,0,0,1,0,0,0,,,,2,42,2_7
Q4,12,atherure,atherure,rodent,adulte,femelle,non,oui,frais,3,15,30,foret_secondaire,pieges,nuit,0,1,0,0,0,0,3,0,0,0,,,,1,420,1_1
Q4,12,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,adulte,femelle,non,non,frais,25,35,70,foret_primaire,pieges,nuit,0,0,1,0,0,0,0,25,0,0,entiere,24000,960,1,421,1_17
Q4,12,calao_inconnu,calao_inconnu,bird,adulte,male,,,frais,3,40,20,foret_secondaire,pieges,jour,0,1,0,0,0,0,3,0,0,0,,,,5,422,5_0
Q4,12,cephalophe_bleu,autre,ungulate_small,adulte,femelle,oui,non,frais,3,28,16,foret_primaire,fusil,jour,0,1,0,0,0,0,3,0,0,0,,,,5,423,5_5
Q4,12,cephalophe_bleu,autre,ungulate_small,adulte,femelle,oui,non,frais,3,28,15,foret_primaire,pieges,jour,0,1,0,0,0,0,3,0,0,0,,,,5,424,5_5
Q4,12,calao_inconnu,calao_inconnu,bird,adulte,male,,,frais,2,20,40,foret_secondaire,pieges,jour,0,1,0,0,0,0,2,0,0,0,,,,5,425,5_11
Q4,12,atherure,atherure,rodent,adulte,femelle,non,oui,frais,3,14,30,foret_secondaire,pieges,nuit,0,1,0,0,0,0,3,0,0,0,,,,5,426,5_19
Q4,12,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,adulte,femelle,non,non,frais,20,70,35,foret_primaire,pieges,nuit,0,0,1,0,0,0,0,20,0,0,entiere,24000,1200,1,427,1_4
Q4,12,colobe_bai_de_thollon,colobe_bai_de_thollon,primates,adulte,femelle,non,non,frais,7,17,41,foret_primaire,fusil,jour,0,0,1,0,0,0,0,7,0,0,entiere,12000,1714.285714,5,428,5_4
Q4,12,colobe_bai_de_thollon,colobe_bai_de_thollon,primates,adulte,femelle,non,non,frais,4.5,16,36,foret_primaire,fusil,jour,0,0,1,0,0,0,0,4.5,0,0,entiere,10000,2222.222222,5,428,5_4
Q4,12,crocodil_nain,crocodil_nain,reptiles,jeune,femelle,non,non,frais,4,30,18,foret_primaire,autres,jour,0,1,0,0,0,0,4,0,0,0,,,,5,429,5_18
Q4,7,python_inconnu,python_inconnu,reptiles,jeune,male,,,frais,12,30,3,foret_primaire,machette,nuit,0,0.15,0.75,0,0.1,0,1.8,9,0,1.2,morceaux,13000,1444.444444,2,43,2_6
Q4,12,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,adulte,male,,,frais,20,33,72,foret_primaire,pieges,nuit,0,0.5,0.5,0,0,0,10,10,0,0,moities,12000,1200,5,430,5_4
Q4,12,atherure,atherure,rodent,jeune,femelle,non,non,frais,2,14,30,foret_primaire,pieges,nuit,0,1,0,0,0,0,2,0,0,0,,,,5,430,5_4
Q4,1,atherure,atherure,rodent,adulte,femelle,non,non,frais,3.5,16.5,37,foret_primaire,pieges,jour,0,1,0,0,0,0,3.5,0,0,0,,,,1,432,1_7
Q4,12,cercocebe_noir,cercocebe_noir,primates,adulte,femelle,oui,non,frais,6,18,40,foret_primaire,fusil,jour,0,0.5,0.5,0,0,0,3,3,0,0,moities,5000,1666.666667,1,433,1_8
Q4,7,colobe_bai_de_thollon,colobe_bai_de_thollon,primates,adulte,femelle,non,non,frais,8,15,65,foret_primaire,fusil,jour,0,0.5,0.5,0,0,0,4,4,0,0,moities,6000,1500,1,434,1_25
Q4,7,civette_palmiste,civette_palmiste,carnivore,adulte,male,,,frais,2,36,36,foret_primaire,pieges,jour,0,1,0,0,0,0,2,0,0,0,,,,1,435,1_0
Q4,7,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,frais,5,18,46,foret_primaire,arc&fleches,jour,0,1,0,0,0,0,5,0,0,0,,,,1,436,1_14
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,jeune,male,,,frais,3.8,15,38,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,3.8,0,0,0,,,,1,437,1_5
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,frais,4.5,16,42,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,4.5,0,0,0,,,,3,438,3_5
Q4,1,cephalophe_bleu,autre,ungulate_small,adulte,femelle,non,non,frais,3,15,32,foret_secondaire,fusil,jour,0,1,0,0,0,0,3,0,0,0,,,,3,439,3_1
Q4,6,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,jeune,male,,,frais,12,23,60,foret_secondaire,pieges,jour,0,0.25,0.5,0,0.25,0,3,6,0,3,morceaux,12000,2000,6,44,6_9
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,frais,5,18,40,foret_primaire,pieges,jour,0,0,0,1,0,0,0,0,5,0,,,,5,440,5_0
Q4,12,atherure,atherure,rodent,adulte,femelle,oui,oui,fume,0.45,0,27,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,0.225,0,0,0.225,,,,4,441,4_24
Q4,12,atherure,atherure,rodent,adulte,male,,,fume,0.6,0,29,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,0.3,0,0,0.3,,,,4,441,4_24
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,fume,1.1,0,33,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,0.55,0,0,0.55,,,,4,442,4_25
Q4,12,cephalophe_fronte_noire,cephalophe_fronte_noire,ungulate_medium,jeune,femelle,non,non,fume,2.1,0,34,foret_primaire,pieges,jour,0,0,1,0,0,0,0,2.1,0,0,entiere,12000,5714.285714,4,442,4_25
Q4,12,rat_de_gambie,rat_de_gambie,rodent,adulte,femelle,non,non,fume,1,NA,18,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,0.5,0,0,0.5,,,,4,442,4_25
Q4,12,ecureil_geant,ecureil_geant,rodent,jeune,male,,,frais,0.6,8,20,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,0.3,0,0,0.3,,,,4,443,4_1
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,frais,3.3,14,35,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,1.65,0,0,1.65,,,,6,444,6_26
Q4,12,vipere_inconnue,vipere_inconnue,reptiles,adulte,femelle,non,non,frais,2.3,0,108,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,1.15,0,0,1.15,,,,6,445,6_27
Q4,12,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,jeune,femelle,non,non,frais,3,18,35,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,1.5,0,0,1.5,,,,2,446,2_19
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,jeune,male,,,fume,1.45,0,35,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,0.725,0,0,0.725,,,,4,447,4_6
Q4,12,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,oui,fume,2,0,37,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,1,0,0,1,,,,4,447,4_6
Q4,12,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,jeune,femelle,non,non,fume,3.5,0,52,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,1.75,0,0,1.75,,,,4,447,4_6
Q4,12,atherure,atherure,rodent,adulte,femelle,non,non,fume,0.8,0,21,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,0.8,0,0,0,,,,2,448,2_24
Q4,12,atherure,atherure,rodent,adulte,male,,,fume,0.7,0,24,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,0.35,0,0,0.35,,,,2,448,2_24
Q4,12,petit_pangolin_inconnu,petit_pangolin_inconnu,pangolins,adulte,male,,,fume,0.3,0,25,foret_primaire,autres,nuit,0,1,0,0,0,0,0.3,0,0,0,,,,2,448,2_24
Q4,12,potamochere,potamochere,hogs,jeune,femelle,non,non,fume,5.2,0,36,foret_primaire,pieges,jour,0,0,1,0,0,0,0,5.2,0,0,moities,30000,5769.230769,4,449,4_25
Q4,12,crocodil_nain,crocodil_nain,reptiles,adulte,femelle,non,non,fume,1.3,0,38,foret_primaire,pieges,nuit,0,0.5,0,0,0.5,0,0.65,0,0,0.65,,,,4,449,4_25
Q4,6,cercopitheque_ascagne,cercopitheque_ascagne,primates,adulte,male,,,frais,5,14,30,foret_secondaire,fusil,jour,0,1,0,0,0,0,5,0,0,0,,,,6,45,6_10
Q4,6,colobe_magistrat,colobe_magistrat,primates,adulte,femelle,non,oui,frais,10,19,42,foret_mixte,fusil,jour,0,0.25,0.5,0,0.25,0,2.5,5,0,2.5,morceaux,8000,1600,6,45,6_10
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,frais,3.1,17,40,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,1.55,0,0,1.55,,,,4,450,4_24
Q4,1,atherure,atherure,rodent,adulte,femelle,non,non,frais,2.2,12,31,foret_primaire,pieges,jour,0,0.25,0.25,0,0.5,0,0.55,0.55,0,1.1,morceaux,500,909.0909091,2,451,2_12
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,oui,non,frais,2.1,14,36,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,1.05,0,0,1.05,,,,2,452,2_18
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,oui,frais,2,15,35,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,1,0,0,1,,,,2,452,2_18
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,frais,1.5,12,34,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,0.75,0,0,0.75,,,,2,452,2_18
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,frais,1.7,14,35,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,0.85,0,0,0.85,,,,2,452,2_18
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,oui,frais,2.6,16,34,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,1.3,0,0,1.3,,,,2,453,2_9
Q4,1,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,jeune,femelle,non,non,frais,3.65,17,34,foret_primaire,pieges,jour,0,0.25,0.5,0,0.25,0,0.9125,1.825,0,0.9125,morceaux,5000,2739.726027,2,454,2_22
Q4,1,atherure,atherure,rodent,adulte,male,,,frais,2.5,14,30,foret_primaire,chiens,jour,0,0.5,0,0,0.5,0,1.25,0,0,1.25,,,,2,455,2_10
Q4,1,cephalophe_bleu,autre,ungulate_small,adulte,male,,,frais,2.2,12,31,champs,arc&fleches,nuit,0,0.5,0,0,0.5,0,1.1,0,0,1.1,,,,2,456,2_1
Q4,1,atherure,atherure,rodent,jeune,male,,,frais,1.8,11,24,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,0.9,0,0,0.9,,,,4,457,4_7
Q4,1,colobe_bai_de_thollon,colobe_bai_de_thollon,primates,adulte,femelle,non,non,fume,4,0,44,foret_primaire,fusil,jour,0,0,1,0,0,0,0,4,0,0,entiere,12000,3000,2,458,2_31
Q4,1,colobe_bai_de_thollon,colobe_bai_de_thollon,primates,adulte,femelle,non,oui,fume,3.4,0,41,foret_primaire,fusil,jour,0,0,1,0,0,0,0,3.4,0,0,entiere,12000,3529.411765,2,458,2_31
Q4,1,cercocebe_noir,cercocebe_noir,primates,adulte,male,,,fume,3.4,0,44,foret_primaire,fusil,jour,0,0,1,0,0,0,0,3.4,0,0,entiere,12000,3529.411765,2,458,2_31
Q4,1,cercocebe_noir,cercocebe_noir,primates,adulte,male,,,fume,4,0,46,foret_primaire,fusil,jour,0,0,1,0,0,0,0,4,0,0,entiere,12000,3000,2,458,2_31
Q4,1,cercocebe_noir,cercocebe_noir,primates,adulte,male,,,fume,3,0,42,foret_primaire,fusil,jour,0,0,1,0,0,0,0,3,0,0,entiere,12000,4000,2,458,2_31
Q4,1,cercocebe_noir,cercocebe_noir,primates,jeune,femelle,non,non,fume,1.2,0,33,foret_primaire,fusil,jour,0,0,1,0,0,0,0,1.2,0,0,entiere,10000,8333.333333,2,458,2_31
Q4,1,potamochere,potamochere,hogs,adulte,male,,,fume,6.9,0,74,foret_primaire,fusil,jour,0,0,1,0,0,0,0,6.9,0,0,entiere,30000,4347.826087,2,458,2_31
Q4,1,potamochere,potamochere,hogs,jeune,femelle,non,non,fume,3.1,0,59,foret_primaire,fusil,jour,0,0,1,0,0,0,0,3.1,0,0,entiere,20000,6451.612903,2,458,2_31
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,oui,frais,3.5,17,38,foret_primaire,fusil,nuit,0,0.5,0,0,0.5,0,1.75,0,0,1.75,,,,4,459,4_31
Q4,6,cephalophe_dos_jaune,cephalophe_dos_jaune,ungulate_large,adulte,femelle,oui,non,frais,43,100,40,foret_primaire,arc&fleches,jour,0,0.25,0.5,0.25,0,0,10.75,21.5,10.75,0,morceaux,27000,1255.813953,6,46,6_11
Q4,1,sitatunga,sitatunga,ungulate_large,jeune,male,,,frais,14,NA,NA,foret_primaire,fusil,jour,0,0.25,0.5,0,0.25,0,3.5,7,0,3.5,morceaux,20000,2857.142857,6,460,6_33
Q4,1,atherure,autre,rodent,adulte,femelle,non,non,frais,2,11,30,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,1,0,0,1,,,,6,461,6_34
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,frais,3.4,18,35,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,1.7,0,0,1.7,,,,6,462,6_14
Q4,1,colobe_magistrat,colobe_magistrat,primates,adulte,male,,,frais,7.1,16,46,foret_primaire,fusil,jour,0,0.25,0.5,0,0.25,0,1.775,3.55,0,1.775,morceaux,10000,2816.901408,2,463,2_21
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,jeune,male,,,fume,0.9,0,29,foret_primaire,pieges,jour,0,0.5,0,0,0.5,0,0.45,0,0,0.45,,,,2,464,2_29
Q4,1,cephalophe_dos_jaune,cephalophe_dos_jaune,ungulate_large,jeune,femelle,non,non,fume,5.7,0,60,foret_primaire,pieges,jour,0,0,1,0,0,0,0,5.7,0,0,moities,15000,2631.578947,2,464,2_29
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,oui,frais,2.3,15,39,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,1.15,0,0,1.15,,,,4,465,4_0
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,fume,0.7,0,30,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,0.35,0,0,0.35,,,,4,465,4_0
Q4,1,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,oui,fume,1.1,0,31,foret_primaire,arc&fleches,nuit,0,0.5,0,0,0.5,0,0.55,0,0,0.55,,,,4,465,4_0
Q4,2,cephalophe_fronte_noire,cephalophe_fronte_noire,ungulate_medium,adulte,femelle,non,non,frais,15,31,62,foret_primaire,arc&fleches,jour,0,1,0,0,0,0,15,0,0,0,,,,3,466,3_1
Q4,2,colobe_bai_de_thollon,colobe_bai_de_thollon,primates,adulte,femelle,non,non,frais,6.5,18,36,foret_primaire,fusil,jour,0,1,0,0,0,0,6.5,0,0,0,,,,3,467,3_16
Q4,2,atherure,atherure,rodent,adulte,male,,,pourri,2.5,16.5,35,foret_primaire,pieges,jour,0,1,0,0,0,0,2.5,0,0,0,,,,3,468,3_31
Q4,2,atherure,atherure,rodent,adulte,femelle,non,non,frais,3,18,36.5,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,3,0,0,0,,,,3,469,3_4
Q4,6,potamochere,potamochere,hogs,adulte,male,,,frais,43,0,0,foret_primaire,pieges,jour,0,0.25,0.5,0,0.25,0,10.75,21.5,0,10.75,morceaux,30000,1395.348837,4,47,4_8
Q4,2,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,frais,4.2,18.5,46.5,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,4.2,0,0,0,,,,3,470,3_3
Q4,2,rat_de_gambie,rat_de_gambie,rodent,jeune,femelle,non,non,frais,0.6,11.5,25,foret_primaire,pieges,jour,0,1,0,0,0,0,0.6,0,0,0,,,,3,471,3_14
Q4,2,ecureil_inconnu,autre,rodent,jeune,inconnu,,,frais,0.25,5.5,13,foret_primaire,pieges,jour,0,1,0,0,0,0,0.25,0,0,0,,,,1,472,1_1
Q4,2,rat_de_gambie,autre,rodent,adulte,male,,,frais,5,17.5,37,foret_primaire,pieges,jour,0,1,0,0,0,0,5,0,0,0,,,,3,473,3_18
Q4,2,civette_palmiste,civette_palmiste,carnivore,adulte,femelle,non,non,frais,2,19.5,34,foret_primaire,pieges,jour,0,1,0,0,0,0,2,0,0,0,,,,1,474,1_25
Q4,2,crocodil_nain,crocodil_nain,reptiles,adulte,male,,,frais,7.2,43,26,foret_primaire,autres,nuit,0,1,0,0,0,0,7.2,0,0,0,,,,1,475,1_21
Q4,2,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,jeune,femelle,non,non,frais,8,23,41,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,8,0,0,0,,,,1,476,1_17
Q4,2,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,adulte,femelle,non,non,frais,12,30,56,foret_primaire,arc&fleches,nuit,0,0,1,0,0,0,0,12,0,0,entiere,24000,2000,1,477,1_9
Q4,2,cephalophe_fronte_noire,cephalophe_fronte_noire,ungulate_medium,jeune,male,,,frais,4,19,39,foret_primaire,autres,nuit,0,1,0,0,0,0,4,0,0,0,,,,1,478,1_26
Q4,2,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,jeune,male,,,frais,10,25.5,54,foret_primaire,arc&fleches,nuit,0,0,1,0,0,0,0,10,0,0,entiere,22000,2200,1,479,1_27
Q4,2,tortue_de_terre_inconnue,tortue_de_terre_inconnue,reptiles,adulte,male,,,frais,1.2,NA,NA,foret_primaire,autres,nuit,0,1,0,0,0,0,1.2,0,0,0,,,,1,479,1_27
Q4,2,cephalophe_de_weyns,cephalophe_de_weyns,ungulate_medium,adulte,femelle,non,non,frais,18,35,61,foret_primaire,arc&fleches,nuit,0,0,1,0,0,0,0,18,0,0,entiere,26000,1444.444444,1,480,1_6
Q4,2,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,male,,,frais,5,40,17,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,5,0,0,0,,,,1,481,1_5
Q4,2,cephalophe_bleu,cephalophe_bleu,ungulate_small,jeune,femelle,non,non,frais,1.2,31,11,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,1.2,0,0,0,,,,1,482,1_2
Q4,2,cercopitheque_ascagne,cercopitheque_ascagne,primates,adulte,femelle,non,non,frais,3.5,36,13.5,foret_primaire,fusil,jour,0,1,0,0,0,0,3.5,0,0,0,,,,1,483,1_13
Q4,2,cephalophe_bleu,cephalophe_bleu,ungulate_small,jeune,male,,,frais,2.4,13.5,38,foret_primaire,pieges,jour,0,1,0,0,0,0,2.4,0,0,0,,,,1,484,1_26
Q4,1,vipere_inconnue,vipere_inconnue,reptiles,adulte,male,,,frais,1.5,9,89,foret_primaire,pieges,jour,0,1,0,0,0,0,1.5,0,0,0,,,,1,485,1_12
Q4,2,cephalophe_bleu,cephalophe_bleu,ungulate_small,adulte,femelle,non,non,frais,4,17,47,foret_primaire,arc&fleches,nuit,0,1,0,0,0,0,4,0,0,0,,,,1,486,1_4
Q4,1,atherure,atherure,rodent,jeune,femelle,non,non,frais,1.8,12.5,25,foret_primaire,pieges,jour,0,1,0,0,0,0,1.8,0,0,0,,,,5,487,5_20
Q4,1,cercopitheque_ascagne,cercopitheque_ascagne,primates,jeune,male,,,frais,2,15,30,foret_primaire,fusil,jour,0,1,0,0,0,0,2,0,0,0,,,,5,488,5_11
Q4,1,tortue_de_terre_inconnue,tortue_de_terre_inconnue,reptiles,adulte,femelle,non,non,frais,2,NA,NA,foret_primaire,autres,jour,0,1,0,0,0,0,2,0,0,0,,,,5,488,5_11
