Source,mois,espece,espece,Genre,age,sexe,en_allaitement,enceinte,condition,poids_kg,circumference_cou,longueur_cm,provenance,strategie,jour_nuit,Dest_jeter,Dest_conso,Dest_vente,Dest_paim,Dest_don,kg_jeter,kg_conso,kg_vente,kg_paim,kg_don,condition_vente,prix_vente_fc,prix_vente_kg,village,ID_sortie,unique_hunter_ID
PF,7,cephalophe_bai,,ungulate_medium,adulte,male,,,pourri,3,0,50,,,,0,0.333333333,0.333333333,0.333333333,0,0,1,1,1,0,tiers,5000,5000,4,,
PF,7,cephalophe_de_weyns,,ungulate_medium,adulte,femelle,non,non,fume,2.2,NA,NA,,,,0,0.5,0.5,0,0,0,1.1,1.1,0,0,moitie,12000,10909.09091,4,,
PF,7,cephalophe_dos_jaune,,ungulate_large,adulte,male,,,frais,22.5,35,0,,,,0,0.333333333,0.333333333,0.333333333,0,0,7.5,7.5,7.5,0,tiers,23000,3066.666667,4,,
PF,7,potamochere,,hogs,jeune,femelle,non,non,fume,3.1,0,59,,,,0,0.333333333,0.333333333,0.333333333,0,0,1.033333333,1.033333333,1.033333333,0,tiers,10000,9677.419355,4,,
PF,7,cephalophe_bai,,ungulate_medium,adulte,femelle,non,non,frais,15,38,75,,,,0,0.333333333,0.333333333,0.333333333,0,0,5,5,5,0,tiers,25000,5000,4,,
PF,7,cephalophe_bleu,,ungulate_small,adulte,male,,,frais,3,19,34,,,,0,1,0,0,0,0,3,0,0,0,entier,,,4,,
PF,7,atherure,,rodent,adulte,male,,,frais,2.4,18,28,,,,0,1,0,0,0,0,2.4,0,0,0,entier,,,4,,
PF,7,cephalophe_bleu,,ungulate_small,adulte,femelle,oui,non,fume,1.6,15,38,,,,0,1,0,0,0,0,1.6,0,0,0,entier,,,4,,
PF,7,cephalophe_bai,,ungulate_medium,jeune,femelle,non,non,frais,18,33,57,,,,0,0.25,0.25,0.25,0.25,0,4.5,4.5,4.5,4.5,,13000,2888.888889,4,,
PF,7,phyton,,reptiles,jeune,femelle,non,non,frais,30,0,40,,,,0,0.333333333,0.333333333,0.333333333,0,0,10,10,10,0,tiers,130000,13000,4,,
PF,7,cephalophe_bleu,,ungulate_small,jeune,femelle,non,non,frais,1.2,31,11,,,,0,1,0,0,0,0,1.2,0,0,0,entier,,,4,,
PF,7,cephalophe_bai,,ungulate_medium,jeune,femelle,non,non,frais,15,38,75,,,,0,0.5,0.5,0,0,0,7.5,7.5,0,0,,10000,1333.333333,4,,
PF,7,cephalophe_bleu,,ungulate_small,adulte,femelle,non,oui,fume,1.1,0,31,,,,0,0,1,0,0,0,0,1.1,0,0,entier,5000,4545.454545,4,,
PF,8,cephalophe_de_weyns,,ungulate_medium,adulte,male,,,frais,16,30,62,,,,0,0,1,0,0,0,0,16,0,0,entier,21000,1312.5,4,,
PF,7,cephalophe_de_weyns,,ungulate_medium,adulte,male,,,pourri,7,NA,49,,,,0,0.75,0.25,0,0,0,5.25,1.75,0,0,2_tiers,3500,2000,4,,
PF,7,cephalophe_bleu,,ungulate_small,adulte,male,,,frais,3,16.9,37,,,,0,1,0,0,0,0,3,0,0,0,entier,,,4,,
PF,7,cephalophe_de_weyns,,ungulate_medium,jeune,femelle,non,non,fume,2.4,NA,19,,,,0,0.333333333,0.666666667,0,0,0,0.8,1.6,0,0,2_tiers,20000,12500,4,,
PF,7,crocodil_nain,,reptiles,jeune,femelle,non,non,frais,1.2,15,28,,,,0,1,0,0,0,0,1.2,0,0,0,entier,,,4,,
PF,7,cephalophe_de_weyns,,ungulate_medium,adulte,femelle,non,non,fume,2.2,NA,NA,,,,0,0,1,0,0,0,0,2.2,0,0,entier,25000,11363.63636,4,,
PF,7,cephalophe_de_weyns,,ungulate_medium,adulte,femelle,non,non,frais,10.3,30,55,,,,0,0.5,0.5,0,0,0,5.15,5.15,0,0,moitie,12000,2330.097087,4,,
PF,8,atherure,,rodent,adulte,male,,,fume,0.4,0,18,,,,0,0,1,0,0,0,0,0.4,0,0,entier,5000,12500,4,,
PF,8,cephalophe_de_weyns,,ungulate_medium,adulte,male,,,frais,12,35,58,,,,0,0,1,0,0,0,0,12,0,0,entier,24000,2000,4,,
PF,8,atherure,,rodent,adulte,male,,,frais,2.5,7,29,,,,0,1,0,0,0,0,2.5,0,0,0,entier,,,4,,
PF,7,cephalophe_de_weyns,,ungulate_medium,adulte,femelle,non,non,pourri,21,NA,52,,,,0,0,0,0,1,0,0,0,0,21,entier,,,4,,
PF,8,petit_pangolin_inconnu,,pangolins,adulte,femelle,,oui,fume,0.3,0,25,,,,0,1,0,0,0,0,0.3,0,0,0,entier,,,4,,
PF,8,cephalophe_bai,,ungulate_medium,adulte,male,,,fume,10,0,54,,,,0,0,1,0,0,0,0,10,0,0,entier,35000,3500,4,,
PF,8,cephalophe_dos_jaune,,ungulate_large,adulte,femelle,non,oui,pourri,3.5,NA,NA,,,,0,0.333333333,0.333333333,0,0.333333333,0,1.166666667,1.166666667,0,1.166666667,tiers,6000,5142.857143,4,,
PF,8,potamochere,,hogs,jeune,femelle,non,non,frais,15,47,36,,,,0,0.5,0.5,0,0,0,7.5,7.5,0,0,,13000,1733.333333,4,,
PF,8,cephalophe_fronte_noire,,ungulate_medium,jeune,femelle,non,non,fume,5.7,0,60,,,,0,0,1,0,0,0,0,5.7,0,0,entier,27000,4736.842105,4,,
PF,8,potamochere,,hogs,adulte,femelle,non,non,fume,5.2,0,70,,,,0,0,1,0,0,0,0,5.2,0,0,entier,40000,7692.307692,4,,
PF,8,cephalophe_de_weyns,,ungulate_medium,adulte,male,,,fume,3.8,NA,21,,,,0,0,1,0,0,0,0,3.8,0,0,entier,35000,9210.526316,4,,
PF,8,cephalophe_bleu,,ungulate_small,adulte,femelle,oui,non,fume,1.1,0,31,,,,0,0,1,0,0,0,0,1.1,0,0,entier,5500,5000,4,,
PF,8,atherure,,rodent,jeune,male,,,frais,1.8,11,24,,,,0,0,1,0,0,0,0,1.8,0,0,entier,3000,1666.666667,4,,
PF,8,cephalophe_de_weyns,,ungulate_medium,adulte,male,,,fume,12,NA,NA,,,,0,0,1,0,0,0,0,12,0,0,entier,24000,2000,4,,
PF,8,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,4,,
PF,8,colobe_bai_de_thollon,,primates,adulte,male,,,frais,4.6,15,46,,,,0,0,1,0,0,0,0,4.6,0,0,entier,15000,3260.869565,4,,
PF,8,cephalophe_bai,,ungulate_medium,adulte,male,,,fume,8,0,49,,,,0,0,1,0,0,0,0,8,0,0,entier,13000,1625,4,,
PF,8,cercocebe_noir,,primates,jeune,femelle,,,fume,1.2,0,33,,,,0,0,1,0,0,0,0,1.2,0,0,entier,3000,2500,4,,
PF,11,colobe_bai_de_thollon,,primates,adulte,male,,,frais,7,8.5,44.5,,,,0,0,1,0,0,0,0,7,0,0,entier,13000,1857.142857,4,,
PF,11,cercocebe_noir,,primates,adulte,male,,,frais,5,15,36,,,,0,0,1,0,0,0,0,5,0,0,entier,8000,1600,4,,
PF,11,crocodil_nain,,reptiles,jeune,male,,,frais,3.8,6.5,23,,,,0,0.333333333,0.333333333,0,0.333333333,0,1.266666667,1.266666667,0,1.266666667,tiers,5000,3947.368421,4,,
PF,11,rat_de_gambie,,rodent,jeune,femelle,,,frais,0.6,11.5,25,,,,0,1,0,0,0,0,0.6,0,0,0,entier,,,4,,
PF,11,ecureil_inconnu,,rodent,adulte,male,,,frais,0.4,7,14,,,,0,1,0,0,0,0,0.4,0,0,0,entier,,,4,,
PF,11,cephalophe_de_weyns,,ungulate_medium,jeune,male,,,fume,3.8,NA,21,,,,0,0.5,0.5,0,0,0,1.9,1.9,0,0,moitie,8000,4210.526316,4,,
PF,6,cephalophe_dos_jaune,,ungulate_large,adulte,femelle,non,oui,frais,48,48,88,,,,0,0.25,0.25,0.25,0.25,0,12,12,12,12,,23000,1916.666667,6,,
PF,6,cercopitheque_ascagne,,primates,adulte,femelle,non,oui,frais,4.5,18,40,,,,0,0,0,0.25,0.75,0,0,0,1.125,3.375,3_quarts,3000,,6,,
PF,6,ecureil_inconnu,,rodent,adulte,femelle,non,non,frais,1,5,15,,,,0,1,0,0,0,0,1,0,0,0,entier,,,6,,
PF,6,ecureil_inconnu,,rodent,adulte,femelle,non,non,pourri,0.2,9,18,,,,0,1,0,0,0,0,0.2,0,0,0,entier,,,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,6,,
PF,6,potamochere,,hogs,adulte,femelle,non,non,frais,19,53,47,,,,0,0.25,0.5,0.25,0,0,4.75,9.5,4.75,0,,45000,4736.842105,6,,
PF,6,cephalophe_bleu,,ungulate_small,adulte,femelle,oui,non,frais,2.2,13,38,,,,0,0.75,0.25,0,0,0,1.65,0.55,0,0,3_quarts,2000,3636.363636,6,,
PF,6,cercopitheque_de_wolf,,primates,adulte,femelle,non,non,frais,3,20,33,,,,0,0.75,0.25,0,0,0,2.25,0.75,0,0,3_quarts,3000,4000,6,,
PF,6,atherure,,rodent,adulte,male,,,frais,2.4,18,28,,,,0,0,1,0,0,0,0,2.4,0,0,entier,6000,2500,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,6,,
PF,6,vipere_inconnue,,reptiles,adulte,inconnu,,,frais,3.2,13,119,,,,0,0.75,0.25,0,0,0,2.4,0.8,0,0,2_tiers,3000,3750,6,,
PF,6,cercopitheque_de_wolf,,primates,adulte,male,,,frais,3,20,33,,,,0,0.333333333,0,0.333333333,0.333333333,0,1,0,1,1,tiers,,,6,,
PF,6,cercopitheque_ascagne,,primates,adulte,male,,,frais,4.5,10.5,29,,,,0,1,0,0,0,0,4.5,0,0,0,entier,,,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,6,,
PF,6,colobe_bai_de_thollon,,primates,adulte,male,,,frais,4.1,13,40,,,,0,0.5,0.5,0,0,0,2.05,2.05,0,0,,5000,2439.02439,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,non,frais,1,12.5,25,,,,0,1,0,0,0,0,1,0,0,0,entier,,,6,,
PF,6,atherure,,rodent,adulte,male,,,frais,2,16.5,35,,,,0,0.5,0,0,0.5,0,1,0,0,1,moitie,,,6,,
PF,6,potamochere,,hogs,adulte,male,,,frais,55,71,69,,,,0,0.25,0.25,0.25,0.25,0,13.75,13.75,13.75,13.75,,35000,2545.454545,6,,
PF,6,atherure,,rodent,adulte,male,,,frais,2.5,7,29,,,,0,0,1,0,0,0,0,2.5,0,0,entier,6000,2400,6,,
PF,6,atherure,,rodent,adulte,male,,,frais,2.5,14,30,,,,0,1,0,0,0,0,2.5,0,0,0,entier,,,6,,
PF,6,atherure,,rodent,adulte,male,,,frais,2.4,18,28,,,,0,0,1,0,0,0,0,2.4,0,0,entier,5000,2083.333333,6,,
PF,6,cephalophe_bleu,,ungulate_small,adulte,male,,,frais,1.5,12,34,,,,0,0.5,0,0,0.5,0,0.75,0,0,0.75,moitie,,,6,,
PF,6,potamochere,,hogs,adulte,male,,,frais,19,53,47,,,,0,0.333333333,0.333333333,0,0.333333333,0,6.333333333,6.333333333,0,6.333333333,tiers,35000,5526.315789,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,6,,
PF,6,rat_de_gambie,,rodent,jeune,femelle,,,frais,0.6,11.5,25,,,,0,1,0,0,0,0,0.6,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,inconnu,,,pourri,0.6,16.5,25.7,,,,0,1,0,0,0,0,0.6,0,0,0,entier,,,6,,
PF,6,petit_pangolin_inconnu,,pangolins,adulte,male,,,frais,1.8,15,25,,,,0,0.5,0,0.5,0,0,0.9,0,0.9,0,moitie,,,6,,
PF,6,sengi,,others,adulte,femelle,non,non,frais,0.9,10,22,,,,0,1,0,0,0,0,0.9,0,0,0,entier,,,6,,
PF,6,atherure,,rodent,adulte,femelle,non,non,frais,1.8,20,27,,,,0,1,0,0,0,0,1.8,0,0,0,entier,,,6,,
PF,6,cephalophe_de_weyns,,ungulate_medium,jeune,male,,,frais,7,25,45,,,,0,0,1,0,0,0,0,7,0,0,entier,15000,2142.857143,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,6,,
PF,6,ecureil_inconnu,,rodent,adulte,male,,,frais,0.3,6,14,,,,0,1,0,0,0,0,0.3,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,oui,frais,1.3,12,24,,,,0,1,0,0,0,0,1.3,0,0,0,entier,,,6,,
PF,6,civette,,carnivore,jeune,femelle,non,non,frais,4,17,35,,,,0,1,0,0,0,0,4,0,0,0,entier,,,6,,
PF,6,cercopitheque_de_wolf,,primates,adulte,male,,,frais,2.825,29,18,,,,0,1,0,0,0,0,2.825,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,non,frais,0.9,10,22,,,,0,1,0,0,0,0,0.9,0,0,0,entier,,,6,,
PF,6,atherure,,rodent,adulte,femelle,non,oui,frais,2.5,18,36,,,,0,1,0,0,0,0,2.5,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,male,,,frais,1,13.5,24,,,,0,1,0,0,0,0,1,0,0,0,entier,,,6,,
PF,6,cephalophe_bleu,,ungulate_small,adulte,male,,,frais,2.3,15,34,,,,0,0,1,0,0,0,0,2.3,0,0,entier,5000,2173.913043,6,,
PF,6,rat_de_gambie,,rodent,adulte,male,,,frais,0.9,12,25,,,,0,1,0,0,0,0,0.9,0,0,0,entier,,,6,,
PF,6,cephalophe_de_weyns,,ungulate_medium,adulte,femelle,oui,non,frais,5,0,51,,,,0,0,1,0,0,0,0,5,0,0,entier,20000,4000,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,non,frais,1.5,15,23,,,,0,1,0,0,0,0,1.5,0,0,0,entier,,,6,,
PF,6,petit_pangolin_inconnu,,pangolins,adulte,femelle,non,non,frais,1.2,13,29,,,,0,0.25,0,0.75,0,0,0.3,0,0.9,0,3_quarts,,,6,,
PF,6,potamochere,,hogs,adulte,femelle,non,non,pourri,13,40,34,,,,0,0.25,0,0.75,0,0,3.25,0,9.75,0,entier,,,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,6,,
PF,6,cephalophe_bai,,ungulate_medium,jeune,femelle,non,non,frais,16,32,51,,,,0,0,1,0,0,0,0,16,0,0,entier,10000,625,6,,
PF,6,cephalophe_de_weyns,,ungulate_medium,adulte,male,,,frais,19,46,61,,,,0,0,1,0,0,0,0,19,0,0,entier,20000,1052.631579,6,,
PF,6,cephalophe_bleu,,ungulate_small,adulte,femelle,oui,non,,2.6,20,30,,,,0,0,1,0,0,0,0,2.6,0,0,entier,6000,2307.692308,6,,
PF,6,cephalophe_bleu,,ungulate_small,adulte,femelle,oui,non,,2.1,18,29,,,,0,0.5,0,0,0.5,0,1.05,0,0,1.05,moitie,,,6,,
PF,6,cephalophe_de_weyns,,ungulate_medium,jeune,femelle,non,non,frais,5,0,51,,,,0,0.75,0.25,0,0,0,3.75,1.25,0,0,3_quarts,7000,5600,6,,
PF,6,cercopitheque_ascagne,,primates,adulte,male,,,frais,4.5,18,40,,,,0,0.75,0,0,0.25,0,3.375,0,0,1.125,3_quarts,,,6,,
PF,6,ecureil_inconnu,,rodent,adulte,femelle,non,oui,frais,0.4,11,17,,,,0,1,0,0,0,0,0.4,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,male,,,frais,1,13.5,24,,,,0,1,0,0,0,0,1,0,0,0,entier,,,6,,
PF,6,calao_inconnu,,bird,adulte,femelle,non,non,frais,1,13,33,,,,0,1,0,0,0,0,1,0,0,0,entier,,,6,,
PF,6,cephalophe_de_weyns,,ungulate_medium,jeune,femelle,non,non,frais,6,0,51,,,,0,0.25,0.75,0,0,0,1.5,4.5,0,0,3_quarts,15000,3333.333333,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,oui,frais,0.9,10,22,,,,0,1,0,0,0,0,0.9,0,0,0,entier,,,6,,
PF,6,serpent_inconnu,,reptiles,jeune,inconnu,,,,1,15,25.5,,,,0,1,0,0,0,0,1,0,0,0,,,,6,,
PF,6,cephalophe_bai,,ungulate_medium,adulte,femelle,,non,frais,17,30,50,,,,0,0.333333333,0.333333333,0,0.333333333,0,5.666666667,5.666666667,0,5.666666667,tiers,15000,2647.058824,6,,
PF,6,rat_de_gambie,,rodent,adulte,male,,,frais,0.9,12,25,,,,0,1,0,0,0,0,0.9,0,0,0,entier,,,6,,
PF,6,mangouste_inconnue,,carnivore,adulte,femelle,non,non,pourri,0.3,18,8,,,,0,0,1,0,0,0,0,0.3,0,0,entier,,,6,,
PF,6,petit_pangolin_inconnu,,pangolins,adulte,male,,,pourri,0.3,0,25,,,,0,1,0,0,0,0,0.3,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,non,frais,0.9,12,24,,,,0,0,0,0,1,0,0,0,0,0.9,entier,,,6,,
PF,6,cephalophe_de_weyns,,ungulate_medium,adulte,femelle,oui,non,frais,17,33,68,,,,0,0,1,0,0,0,0,17,0,0,entier,17000,1000,6,,
PF,6,potamochere,,hogs,jeune,male,,,frais,10,24,47,,,,0,0.333333333,0.333333333,0,0.333333333,0,3.333333333,3.333333333,0,3.333333333,tiers,12000,3600,6,,
PF,6,cercopitheque_ascagne,,primates,adulte,femelle,non,non,pourri,2,30,12,,,,0,0,1,0,0,0,0,2,0,0,entier,,,6,,
PF,6,ecureil_inconnu,,rodent,adulte,femelle,non,inconnu,frais,1,5,15,,,,0,1,0,0,0,0,1,0,0,0,,,,6,,
PF,6,rat_de_gambie,,rodent,jeune,femelle,,,frais,0.6,15,20,,,,0,1,0,0,0,0,0.6,0,0,0,,,,6,,
PF,6,tortue_de_terre_inconnue,,reptiles,jeune,femelle,oui,,frais,0.8,0,16,,,,0,1,0,0,0,0,0.8,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,oui,frais,1.8,14,29,,,,0,1,0,0,0,0,1.8,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,non,frais,0.7,11,20,,,,0,1,0,0,0,0,0.7,0,0,0,entier,,,6,,
PF,6,vipere_inconnue,,reptiles,adulte,femelle,non,non,frais,1.8,0,110,,,,0,1,0,0,0,0,1.8,0,0,0,entier,,,6,,
PF,6,sengi,,others,adulte,male,,,frais,1.8,14,29,,,,0,1,0,0,0,0,1.8,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,jeune,male,,,frais,1,16.5,24,,,,0,1,0,0,0,0,1,0,0,0,entier,,,6,,
PF,6,cephalophe_bleu,,ungulate_small,adulte,male,,,frais,3,19,34,,,,0,1,0,0,0,0,3,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,non,frais,1,12.5,25,,,,0,1,0,0,0,0,1,0,0,0,entier,,,6,,
PF,6,cephalophe_de_weyns,,ungulate_medium,adulte,femelle,non,oui,frais,18,35,65,,,,0,0,1,0,0,0,0,18,0,0,entier,24000,1333.333333,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,non,non,frais,1.5,15,23,,,,0,1,0,0,0,0,1.5,0,0,0,entier,,,6,,
PF,6,cephalophe_de_weyns,,ungulate_medium,adulte,male,,,frais,8.7,30,47,,,,0,0.5,0.5,0,0,0,4.35,4.35,0,0,moitie,12000,2758.62069,6,,
PF,6,phyton,,reptiles,adulte,femelle,,,frais,12,30,3,,,,0,0.333333333,0.333333333,0.333333333,0,0,4,4,4,0,tiers,30000,7500,6,,
PF,6,phyton,,reptiles,jeune,inconnu,,,frais,7,0,51,,,,0,0.333333333,0.333333333,0.333333333,0,0,2.333333333,2.333333333,2.333333333,0,tiers,8000,3428.571429,6,,
PF,6,ecureil_inconnu,,rodent,adulte,male,,,frais,0.4,7,14,,,,0,1,0,0,0,0,0.4,0,0,0,entier,,,6,,
PF,6,cephalophe_de_weyns,,ungulate_medium,adulte,male,,,frais,14,24,22.5,,,,0,0.5,0.5,0,0,0,7,7,0,0,moitie,12000,1714.285714,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,,non,frais,0.9,22,13,,,,0,1,0,0,0,0,0.9,0,0,0,entier,,,6,,
PF,6,atherure,,rodent,adulte,femelle,,non,frais,2.4,14,36,,,,0,1,0,0,0,0,2.4,0,0,0,entier,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,femelle,,non,pourri,0.7,18,10,,,,0,0.25,0,0,0.75,0,0.175,0,0,0.525,moitie,,,6,,
PF,6,ecureil_inconnu,,rodent,adulte,male,,,frais,1.45,6,13,,,,0,1,0,0,0,0,1.45,0,0,0,entier,,,6,,
PF,6,cephalophe_bleu,,ungulate_small,jeune,femelle,non,non,frais,1.8,19,29,,,,0,1,0,0,0,0,1.8,0,0,0,entier,,,6,,
PF,6,cephalophe_dos_jaune,,ungulate_large,adulte,male,,,frais,27,37.5,32,,,,0,0.25,0.25,0.5,0,0,6.75,6.75,13.5,0,,30000,4444.444444,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,6,,
PF,6,ecureil_inconnu,,rodent,adulte,male,,,frais,0.3,8,15,,,,0,1,0,0,0,0,0.3,0,0,0,,,,6,,
PF,6,rat_de_gambie,,rodent,adulte,inconnu,,,pourri,0.4,11,21,,,,1,0,0,0,0,0.4,0,0,0,0,entier,,,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,entier,,,6,,
PF,6,cephalophe_bleu,,ungulate_small,adulte,femelle,oui,non,frais,2.8,20,31,,,,0,1,0,0,0,0,2.8,0,0,0,entier,,,6,,
PF,6,cercopitheque_ascagne,,primates,adulte,male,,,frais,3,3.5,35,,,,0,0.75,0.25,0,0,0,2.25,0.75,0,0,entier,3000,4000,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,entier,,,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,entier,,,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,entier,,,6,,
PF,6,ecureil_inconnu,,rodent,adulte,male,,,frais,0.3,6,14,,,,0,1,0,0,0,0,0.3,0,0,0,entier,,,6,,
PF,6,potamochere,,hogs,jeune,femelle,non,non,frais,15,47,36,,,,0,0,1,0,0,0,0,15,0,0,entier,30000,2000,6,,
PF,6,cercopitheque_ascagne,,primates,adulte,male,,,frais,3,19,23,,,,0,0,1,0,0,0,0,3,0,0,entier,10000,3333.333333,6,,
PF,6,ecureil_inconnu,,rodent,adulte,femelle,,,frais,0.4,11,17,,,,0,1,0,0,0,0,0.4,0,0,0,entier,,,6,,
PF,7,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,entier,,,6,,
PF,7,cephalophe_bleu,,ungulate_small,adulte,male,,,fume,0.8,,32,,,,0,0,1,0,0,0,0,0.8,0,0,entier,6000,7500,6,,
PF,7,cephalophe_bleu,,ungulate_small,adulte,male,,,frais,3,16.9,37,,,,0,0.333333333,0.333333333,0,0.333333333,0,1,1,0,1,entier,2000,2000,6,,
PF,7,rat_de_gambie,,rodent,adulte,femelle,non,non,frais,0.9,10,22,,,,0,1,0,0,0,0,0.9,0,0,0,entier,,,6,,
PF,7,colobe_bai_de_thollon,,primates,adulte,male,,,frais,6.7,11,37,,,,0,0.5,0.5,0,0,0,3.35,3.35,0,0,entier,5000,1492.537313,6,,
PF,7,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,entier,,,6,,
PF,7,rat_de_gambie,,rodent,adulte,male,,,frais,1.8,14,29,,,,0,1,0,0,0,0,1.8,0,0,0,entier,,,6,,
PF,7,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,entier,,,6,,
PF,7,potamochere,,hogs,jeune,femelle,non,non,frais,30,58,57,,,,0,0.333333333,0.333333333,0,0.333333333,0,10,10,0,10,tiers,8000,800,6,,
PF,7,varane_du_nil,,reptiles,adulte,male,,,pourri,2,11,1.8,,,,1,0,0,0,0,2,0,0,0,0,entier,,,6,,
PF,7,rat_de_gambie,,rodent,adulte,inconnu,,,pourri,0.5,10,22,,,,1,0,0,0,0,0.5,0,0,0,0,entier,,,6,,
PF,7,ecureil_inconnu,,rodent,adulte,male,,,frais,1.45,6,13,,,,0,1,0,0,0,0,1.45,0,0,0,entier,,,6,,
PF,7,cephalophe_bleu,,ungulate_small,adulte,male,,,frais,2.3,15,34,,,,0,0.5,0.5,0,0,0,1.15,1.15,0,0,,3500,3043.478261,6,,
PF,7,civette,,carnivore,adulte,femelle,non,non,frais,3,15,31,,,,0,0.5,0.5,0,0,0,1.5,1.5,0,0,,4000,2666.666667,6,,
PF,7,atherure,,rodent,adulte,femelle,non,non,frais,2.5,18,36,,,,0,1,0,0,0,0,2.5,0,0,0,entier,,,6,,
PF,6,Aucun,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,6,,
PF,7,sengi,,others,adulte,male,,,frais,1.7,8,15,,,,0,1,0,0,0,0,1.7,0,0,0,entier,,,6,,
PF,7,cephalophe_bleu,,ungulate_small,adulte,male,,,frais,1.7,15.5,27,,,,0,0.333333333,0.333333333,0,0.333333333,0,0.566666667,0.566666667,0,0.566666667,tiers,2000,3529.411765,6,,
PF,7,sengi,,others,adulte,femelle,non,non,frais,1,13,26,,,,0,1,0,0,0,0,1,0,0,0,entier,,,6,,
PF,7,chevrotain_aquatique,,ungulate_small,jeune,femelle,non,non,frais,9,22,46,,,,0,0.333333333,0.666666667,0,0,0,3,6,0,0,2_tiers,11000,1833.333333,6,,
PF,7,sengi,,others,adulte,femelle,non,non,frais,1.3,12,24,,,,0,1,0,0,0,0,1.3,0,0,0,entier,,,6,,
PF,6,cercopitheque_ascagne,,primates,adulte,femelle,non,non,frais,3.5,14,37,,,,0,0.333333333,0.333333333,0,0.333333333,0,1.166666667,1.166666667,0,1.166666667,tiers,4000,3428.571429,6,,
PF,8,ecureil_inconnu,,rodent,adulte,male,,,frais,0.4,7,14,,,,0,1,0,0,0,0,0.4,0,0,0,entier,,,6,,
PF,8,cercopitheque_ascagne,,primates,adulte,femelle,non,oui,frais,3.5,14,37,,,,0,0.5,0.5,0,0,0,1.75,1.75,0,0,,5000,2857.142857,6,,
PF,8,vipere_inconnue,,reptiles,adulte,femelle,non,non,frais,1.8,0,110,,,,0,0,1,0,0,0,0,1.8,0,0,entier,11000,6111.111111,6,,
PF,8,cephalophe_bai,,ungulate_medium,adulte,male,,,frais,22,38,60,,,,0,0,1,0,0,0,0,22,0,0,entier,28000,1272.727273,6,,
PF,8,rat_de_gambie,,rodent,adulte,femelle,non,oui,frais,1.3,12,24,,,,0,1,0,0,0,0,1.3,0,0,0,entier,,,6,,
PF,8,cercopitheque_de_wolf,,primates,adulte,femelle,non,non,frais,3,20,33,,,,0,0,1,0,0,0,0,3,0,0,entier,3000,1000,6,,
PF,8,cephalophe_bai,,ungulate_medium,adulte,male,,,frais,15,38,75,,,,0,0.25,0.25,0.25,0.25,0,3.75,3.75,3.75,3.75,,10000,2666.666667,6,,
PF,8,rat_de_gambie,,rodent,jeune,femelle,non,non,frais,1,12,24,,,,0,1,0,0,0,0,1,0,0,0,entier,,,6,,
